m_mtrlalu;mtrakhir;blokno
280;300;B 11/051
7;7;H 17/028
366;389;J 02/030
186;205;PH17/007
2;2;CM12/020
21;32;CM11/016
78;78;CM11/018
15;27;CM11/027
90;90;CM17/018B
10;10;CM11/010
31;31;CM12/025
652;674;TA02/015
818;818;TA05/005
0;0;PS07/003
371;384;PS07/005
100;100;A 06/012
563;563;D 01/001B
76;80;PH16/020
80;84;K 02/009
5729;6522;DV /001
611;619;CH /002
2039;2039;MO /002
19;19;PH12/019
29;29;RA03/016
6;6;RB03/003
9;9;NA01/007
1;1;NA01/016
2;2;NA01/017
0;0;NA01/019
521;591;NA01/021
164;180;NA01/025
38;40;NA02/002
27;27;NA02/031
33;34;NA03/001
1;1;NA03/031
172;188;NA03/035
3;3;NA05/033
6;6;NB01/012
47;48;NB01/018
48;48;NB01/019
5;5;NB01/025
11;11;NB02/015
2;3;NB02/016
1;1;NB02/017
4;4;NB02/036
2;2;NB02/033
109;131;NB02/052
3;3;NB02/032
4;4;NB03/030
3;12;NB03/032
1;1;NB03/027
119;134;NB03/012
66;89;NB03/050
87;107;NB05/005
3;3;NB05/021
85;106;NB05/016
112;128;NB05/061
6;6;NB05/019
2;2;NB05/011
6;6;NB05/031
1;1;NB05/007
3;3;NB05/010
34;39;NB05/012
20;27;NB06/006
5;15;NB06/032
1;1;NB06/038
29;34;NB06/031
1;1;NB07/057
130;147;NB07/025
5;5;NB08/033
142;161;NB08/030
0;0;NB08/029
2;2;NB08/039
151;176;TB05/026
639;658;WP08/017
178;195;A 03/020
263;278;B 12/020A
297;313;B 12/018A
108;145;CM06/005
229;250;CM11/011
380;403;CM11/026
2637;2713;MO /001
36;69;CH /001
6;6;CG10/010
94;134;CG06/027
298;303;TK02/005
1361;1417;TM01/005
382;384;C 07/003
112;113;H 06/016
838;838;GA02/026
0;0;JJ /011
1065;1157;JJ /009
0;0;JJ /010
571;596;GE05/009
249;249;WL11/001
179;195;WL06/025
1;1;FG04/001A
361;363;C /005
1;1;NA05/016
89;115;CM10/030
203;204;CM11/003
59;60;CM15/027
21;21;CM11/029
6;6;CM10/029
25;28;CM03/010
225;248;CM11/030
1;1;FG02/006
34;34;FG02/001A
62;72;NA01/003
2;2;NA01/010
1;1;NA01/011
4;4;NA01/008
2;2;NA02/036
14;28;NA02/005
1;8;NA02/069
2;2;NA02/028
0;0;NA02/055
8;8;NA02/032
121;131;NA02/062
4;11;NA03/011
1;1;NA03/030
8;9;NA03/009
0;0;NA05/020
0;0;NA05/059
181;204;NA05/009
45;45;NA05/008
105;119;NA05/032
3;3;NA05/012
163;172;NA05/010
3;3;NA05/002
3;3;NA05/061
4;4;NA06/031
0;0;NA06/019
0;0;NA06/018
0;0;NA06/036
1;1;NA06/028
2;5;NA06/029
1;2;NA07/027
39;44;NB01/026
617;632;TA01/028
622;681;TP02/019
389;389;TA05/002
0;0;TM01/008
596;597;TM01/007
0;0;TM01/009
3;3;TA01/006
340;373;NB01/003
1;1;NB01/020
19;36;NB01/009
24;29;NB01/021
1;1;NB08/056
4;4;NB08/053
0;0;NB06/035
19;19;ND02/011
0;0;NB02/096
47;60;NB05/015
2;2;NB02/128
77;82;NB02/118
198;217;NB05/025
4;4;NB05/050
65;65;NB02/098
5;5;NB02/077
24;24;ND02/015
3;3;ND05/053
9;9;NB05/020
99;108;NB06/019
30;30;NB03/051
4;4;NB02/116
0;0;NB09/055
31;32;NB05/026
161;161;NB02/050
82;97;NB07/038
202;215;NB02/126
0;0;NB02/097
219;231;NB06/055
116;135;NB03/010
5;11;NB03/035
18;18;NB08/002
2;2;NB03/029
5;5;NB06/062
3;3;NB08/015
36;36;ND02/006
4;4;NB03/031
1;1;NB03/037
3;3;NB09/026
133;160;NB08/035
384;385;NB08/052
65;87;NB06/057
3;3;NB08/051
45;49;NA07/019
1;1;NB02/123
277;293;NB08/016
2;2;NB02/122
13;13;ND05/027
4;4;NC01/053
0;0;NC02/026
37;60;NC05/055
12;12;NC05/065
0;0;NC07/009
2;2;NC07/008
6;6;NC07/031
7;7;NC07/032
27;27;ND01/012
3;12;ND01/030
8;8;ND01/002
249;249;ND01/028
109;138;ND01/032
99;120;ND01/033
13;13;ND01/011
63;63;ND01/015
6;6;ND01/001
3;3;ND03/003
2;2;ND03/009
49;56;ND03/008
4;4;ND03/007
1;1;ND03/005
227;253;ND03/021
96;103;ND05/003
247;279;ND06/021
3;3;ND06/006
10;10;ND06/037
62;62;ND06/002
11;14;ND06/026
77;97;ND06/001
2;2;ND06/003
0;0;ND08/007
84;103;ND08/011
79;79;NE10/011B
302;322;WP06/007
1429;1434;WP01/069
1079;1079;WP01/009
0;0;GA08/020
73;73;B 02/021
11;11;D 07/001
42;43;A 06/016
1;1;NC01/055
325;378;PH08/003
63;79;PH08/002
35;39;J 02/009
691;745;I 03/002
51;51;NB02/030
1;1;ND03/031
547;602;GF06/007
0;0;GG04/018
406;457;W 01/035
0;0;W 01/036
2495;2495;W 01/023
14;15;W 01/029
119;120;RA /015
44;45;RA /012
239;256;EW05/078
73;73;W 01/028
16;16;CM11/001
294;310;CM12/019
15;15;NA01/009
45;59;NA01/018
35;49;NA01/020
0;0;NA01/023
2;2;NA01/026
583;614;NA01/027
45;47;NA02/003
5;5;NA02/033
4;8;NA02/038
9;9;NA02/039
7;17;NA02/053
2;2;NA02/060
79;84;NA02/061
30;30;NA02/063
212;225;NA02/065
112;112;NA02/091
128;140;NA02/093
0;0;NA02/095
199;219;NA02/096
21;33;NA02/100
187;207;NA02/101
75;79;NA03/015
157;169;NA03/021
76;91;NA03/023
0;0;NA03/025
4;4;NA02/050
9;9;NA03/027
0;0;NA03/028
1;1;NA03/033
0;0;NA03/038
0;0;NA03/039
0;0;NA03/050
0;0;NA03/051
0;0;NA03/052
24;24;NA05/001
4;4;NA05/003
2;2;NA05/007
1;1;NA05/019
98;100;NA05/021
7;7;NA05/023
150;168;NA05/025
16;22;NA05/030
4;4;NA05/031
0;0;NA05/050
98;100;NA05/052
182;202;NA05/062
70;89;NA06/002
1;1;NA06/003
254;254;NA06/007
0;0;NA06/008
3;3;NA06/011
1;1;NA06/016
2;2;NA06/020
4;5;NA06/021
1;1;NA06/027
5;5;NA06/030
0;0;NA06/033
10;10;NA06/035
0;0;NA06/037
3;3;NA06/039
0;0;NA06/050
37;49;NA06/056
39;50;NA06/057
0;0;NA06/058
3;3;NA06/060
3;3;NA06/063
15;28;NA06/065
3;3;NA07/008
3;3;NA07/011
42;45;NA07/012
0;0;NA07/016
0;0;NA07/028
0;0;NA07/029
3;3;NA07/031
3;3;NA07/036
1;1;NA07/037
1;1;NA07/039
3;3;NB02/051
1;1;NB02/060
1;1;NB02/063
0;0;NB02/065
4;4;NB01/005
3;3;NB01/007
8;8;NB01/010
56;80;NB01/017
2;2;NB01/027
216;242;NB02/010
2;2;NB07/007
4;4;NB06/060
1;1;NB08/007
578;619;TA01/008
5;5;I 01/018
806;868;TA04/021
944;1028;TJ08/010
382;382;TE04/003
92;92;TE04/002
38;38;TK03/040
1;1;NA08/030
0;0;NA07/026
5;5;NA08/026
1687;1724;F 02/009
0;0;C 05/007
28;29;WL05/018
10;10;NA08/027
3;3;NA08/019
2;2;NA08/028
15;15;NB02/073
0;0;NB02/102
6;6;NB02/117
11;11;NB02/115
2;2;NB02/125
6;6;NB02/068
4;4;NB02/067
0;0;NB02/099
49;64;NB02/019
1;1;NB02/031
1;1;NB02/111
53;56;NB02/121
2;2;NB05/052
4;4;NB05/017
4;4;NB05/057
9;9;NB05/038
3;3;NB05/055
0;0;NB05/039
171;193;NB05/030
3;3;NB06/018
2;2;NB06/026
2;2;NB06/059
3;3;NB06/027
1;1;NB06/039
0;0;NB06/028
0;0;NB06/036
0;0;NB06/058
79;95;NB06/025
12;13;NB06/021
10;10;NB06/063
491;571;F 11/016
24;24;NB06/010
4;4;NB06/009
0;0;NB07/032
17;17;NB07/006
0;0;NB07/033
4;4;NB07/030
0;0;NB07/029
1;1;NB07/028
0;0;NB07/035
7;9;NB07/027
133;148;NB07/026
0;0;NB07/036
15;21;NB07/001
3;3;NB07/055
17;21;NB07/021
0;0;NB07/020
0;0;NB08/032
2;2;NB08/020
1;1;NB08/012
3;3;NB08/061
1;1;NB08/031
27;60;NB08/038
102;112;NB08/025
26;31;NB08/009
145;159;NB08/005
1;1;NB08/018
2;2;NB08/019
0;0;NB08/060
3;3;NB08/057
1;1;NB08/027
5;5;NB08/001
0;0;NB08/026
4;9;NB08/010
0;0;NB08/037
226;244;NB09/027
9;9;NB09/003
9;9;NB09/016
1;1;NB09/052
9;9;NB09/015
69;81;NB09/058
1;1;NB09/008
6;7;NB09/035
70;79;NB09/019
1;1;NB09/039
1;1;NB09/050
73;83;NB09/038
34;38;NB09/037
3;3;NB09/053
1;11;NB09/018
9;9;NB09/017
3;3;NB09/059
2;3;NB09/036
47;47;NC01/017
2;2;NC01/025
2;2;NC01/030
3;3;NC01/031
332;364;NC01/035
5;5;NC01/036
89;106;NC01/038
81;81;NC01/039
2;2;NC01/050
124;133;NC01/051
1;1;NC01/056
3;3;NC01/002
1;1;NC01/005
14;14;NC01/003
71;75;NC01/009
3;3;NC01/011
4;4;NC01/010
3;3;NC01/012
57;57;NC01/006
4;4;NC01/015
210;237;NC02/027
364;390;NC02/030
1;1;NC03/023
61;64;NC03/026
102;121;NC05/001
6;6;NC05/011
56;56;NC05/027
0;0;NC05/028
116;127;NC05/030
0;0;NC05/037
2;2;NC05/038
1;1;NC05/039
75;86;NC05/050
0;0;NC05/051
17;17;NC05/053
23;23;NC05/058
11;11;NC05/059
30;46;NC05/060
67;74;NC05/061
1;1;NC05/062
1;1;NC05/063
0;0;NC07/018
0;0;NC07/026
0;0;NC07/028
3;3;NC07/052
32;54;NC07/060
17;19;NC07/061
76;90;NC07/062
10;10;NC07/065
68;68;NC07/066
7;7;NC07/068
2;2;NC07/010
0;0;NC09/001
164;164;NC09/003
57;68;NC09/006
0;0;NC09/018
2;2;NC09/019
0;0;NC09/020
2;2;NC09/021
4;4;NC09/023
7;7;NC09/025
4;4;NC09/026
12;12;NC09/027
16;16;NC09/030
0;0;NC09/063
99;110;NC09/065
1;1;NC09/068
215;245;ND01/005
279;279;ND01/007
65;67;ND01/008
111;120;ND01/009
2;2;ND01/017
114;114;ND01/019
6;6;ND01/031
36;36;ND01/051
0;0;ND02/001
4;4;ND02/028
6;6;ND02/021
4;4;ND02/023
3;3;ND02/020
6;6;ND02/018
3;3;ND02/066
0;3;ND02/071
6;6;ND03/002
137;153;ND03/006
103;122;ND03/010
2;2;ND03/018
2;2;ND03/020
1;1;ND03/023
2;2;ND03/027
1;1;ND03/030
310;310;ND03/051
35;36;ND03/055
58;58;ND03/056
7;8;ND03/011
3;3;ND05/028
1;1;ND05/029
50;64;ND05/019
1;1;ND05/055
2;2;ND05/002
156;177;ND05/035
66;71;ND05/038
193;219;ND05/030
3;3;ND05/005
19;19;ND05/010
11;11;ND06/008
2;2;ND06/012
6;7;ND06/019
0;0;ND06/023
26;27;ND06/025
35;49;ND06/028
20;20;ND06/029
70;78;ND06/030
6;6;ND06/035
11;11;ND06/036
7;7;ND06/051
1;1;ND06/050
5;5;ND07/006
240;253;ND07/032
49;49;ND07/035
51;51;ND07/037
0;0;ND07/002
86;96;ND07/009
1;1;ND07/008
25;27;ND07/029
28;34;ND07/031
181;181;ND08/003
210;228;ND08/005
197;218;ND08/006
135;154;ND08/008
10;10;ND08/009
74;93;ND08/010
6;6;ND08/012
1;1;ND08/015
140;140;ND08/016
4;4;ND08/017
2;2;ND08/019
1;1;ND08/021
12;30;ND08/025
1;1;ND08/026
1;1;ND08/031
10;69;ND08/032
1;1;ND08/033
12;12;ND09/037
21;21;ND09/036
76;76;ND09/003
7;7;ND09/015
102;122;ND09/012
133;140;ND09/077
55;55;ND09/005
4;4;ND09/010
277;302;ND09/033
83;92;ND09/029
4;4;ND09/039
2;2;ND09/032
7;7;ND09/076
14;14;ND10/010
2;2;NA03/029
315;340;PH08/020
19;19;NB09/060
6;6;ND03/036
2;3;NA05/060
7;8;NB02/035
1;1;NC07/025
42;42;NC07/039
76;86;ND05/039
20;20;NA06/055
20;22;NA01/002
2;2;NA01/015
1;1;NA02/099
0;0;NA02/056
2;2;NA02/098
5;6;NA02/030
1;1;NA05/015
7;7;NA05/011
0;0;NA05/056
21;21;NA05/028
17;17;NA05/026
1;1;NA05/063
7;7;NA05/037
4;4;NA05/005
2;2;NA05/053
4;5;NA06/001
26;33;NA06/006
6;6;NA06/061
2;2;NA06/017
4;9;NA08/038
7;7;NB01/011
4;4;NB01/008
7;7;NB01/002
30;31;NB01/023
1;2;NB02/011
1;1;NB05/059
24;25;NB07/050
4;5;NB08/063
148;162;NB08/068
1;1;ND01/025
2;2;ND01/023
6;6;ND01/010
4;4;NC07/016
1;1;ND01/039
60;60;ND01/050
1;1;ND08/036
3;3;NC07/021
26;26;ND06/027
122;123;ND03/062
0;0;NC09/002
109;121;ND06/010
4;4;ND01/003
2;2;NC01/007
34;44;ND06/033
1;1;ND08/018
13;13;NC09/067
38;44;NC07/037
63;73;NA08/029
13;13;ND06/052
0;0;NC09/062
8;8;NB05/033
107;113;ND07/036
121;136;NB06/029
2;2;NA07/009
413;447;ND02/052
1;1;NC05/032
107;125;NA07/018
0;0;ND02/063
13;23;ND09/016
120;141;NB05/053
18;18;NA07/038
196;227;ND02/025
5;6;NB09/012
1;1;NB03/021
4;4;ND07/003
0;0;ND02/055
14;14;NB02/100
2;2;NA03/026
4;4;ND05/036
50;50;NA07/010
57;61;NB05/032
24;24;ND09/075
3;3;ND05/032
0;0;ND02/058
0;0;ND02/008
0;0;ND02/009
74;75;NB02/109
47;77;WP15/007
4;4;ND09/078
987;1076;B 01/003
787;815;B 01/027
296;302;H 11/011
590;590;H 12/015
47;47;J 01/007
3;3;J 01/006
169;178;J 02/016
47;47;PH08/007
112;139;PH08/017
66;68;PH17/005
615;617;TJ07/027
386;413;TH03/010
283;294;A 02/053
322;323;WL05/022
0;0;AA01/042
124;142;B 12/033
42;44;W 01/030
47;47;BV03/015
4;4;W 01/033
143;143;CM10/021
105;106;CM11/006
81;81;CM10/028
222;237;CM16/017A
17;36;CM11/050
38;38;CM07/015
3;3;CM07/016
97;99;CA /017
30;30;CB /006
22;60;CB /015
7;7;CA /015
7;7;CA /021
0;0;CA /008
1;1;CB /008
8;8;CA /005
6;7;CA /022
1;1;CA /023
77;86;CB /012
18;18;CB /017
414;476;CM03/027
0;0;CM03/028
1993;2043;NE11/020B
3;19;NE11/020
934;1012;WL10/008
60;80;EW05/090
0;0;TE01/022
962;962;TE01/021
430;452;TL04/017
91;98;FG04/002
440;478;J 01/002
15;15;J 02/007
20;20;PH15/031
61;61;PH15/035
2;2;NA02/057
0;0;NA02/016
1;1;NA02/068
0;0;NA02/058
0;0;NA03/037
1;1;NA05/017
0;0;M 02/009
1;1;NA05/038
806;918;PS05/001
22;22;NA05/027
1;1;NA06/059
3;3;NA06/026
1;1;NA06/053
2;2;NA06/052
6;18;NA06/051
11;12;NA07/001
3;3;NB01/031
7;7;NB02/061
135;169;NB01/033
2;2;NB02/120
5;5;NB02/066
9;10;NB02/090
25;25;NB03/028
6;6;NB05/018
3;3;NB05/036
5;5;NB05/037
90;98;NB08/067
2;2;NB08/036
4;4;NB08/055
0;0;NB09/011
5;5;NB09/033
0;0;NB09/032
12;12;NC01/060
7;7;NC01/059
1;1;NC01/019
1;1;NC01/020
9;9;NC01/026
6;6;NC01/032
152;152;NC01/052
3;3;NC05/031
1;1;NC05/057
1;1;NC05/052
0;0;NC07/001
0;0;NC07/002
2;2;NC07/015
3;3;NC07/023
4;4;NC07/027
0;0;NC07/030
93;110;NC07/033
1;1;NC07/038
0;0;NC07/050
2;2;NC07/067
