m_mtrlalu;mtrakhir;blokno
0;0;C 04/022
0;0;C 04/023
0;0;TB08/011
0;0;CM15/022
0;0;EW06/012
0;0;TB08/018
0;0;PH12/016
0;0;CM06/017
0;0;WL02/012
0;0;WL02/015
0;0;WL02/016
0;0;WL02/017
0;0;WL02/018
0;0;TN03/047
0;0;WL03/002
0;0;WL03/003
0;0;WL03/005
0;0;CM16/030
0;0;CM16/029
0;0;H 17/017
0;0;E 02/063
0;0;TN03/050
0;0;TM03/022
0;0;TN04/006
0;0;F 06/052
0;0;E 03/009
0;0;AA01/001
0;0;TN01/024
0;0;WP02/009
0;0;TB09/003
0;0;GG02/036
0;0;WP02/055
0;0;TK04/008
0;0;TK04/009
0;0;TA05/012A
0;0;F 10/010
0;0;C 01/018A
0;0;F 03/008
0;0;A 05/011
0;0;WP19/020
0;0;GC06/001
0;0;TN03/011
0;0;ND01/075
0;0;NB01/061
0;0;D 03/007
0;0;WP10/059
