m_mtrlalu;mtrakhir;blokno
1586;1626;PS01/053B
252;264;D 06/040
1223;1257;F 08/009A
210;210;Q 01/038
189;189;Q 01/039
762;834;WP21/009
126;134;D 01/026
21;21;SG02/056
707;771;SG03/007
254;286;D 03/028
582;633;D 03/007
850;898;I 01/018
62;68;I 05/021
71;78;I 06/001
547;592;PH12/003
145;147;GN /006
110;117;I 06/025
17;17;I 06/005
2;2;D 03/011
9;9;CM02/002
2473;2525;CM02/005
268;292;CM05/016
16;16;CM08/026
163;163;CM03/018
11;11;CM02/016
3;3;CM03/008
389;435;CM07/037
454;494;CM03/019
296;297;CM09/001
5;5;CM09/005
300;334;CM05/002
128;140;CM05/025
213;230;CM03/026
27;28;CM08/039
575;578;CM06/028
413;413;CM09/007
11;11;CM02/015
285;291;CM09/009
355;384;CM06/031
398;446;CM06/025
39;40;CM06/026
19;19;CM03/005
601;624;CM08/037
409;442;CM05/012
97;105;CM05/006
4;4;CM09/003
206;206;CM09/006
676;676;CM06/032
213;213;CM03/002
132;142;CM03/007
234;263;CM02/012
218;234;CM08/033
55;56;CM05/032
22;39;CM05/028
230;256;CM15/020
1006;1028;CM03/017
536;575;CM03/006
147;147;CM06/029
376;378;CM09/010
360;361;CM06/033
261;283;CM06/009
499;542;CM05/029
1168;1211;CM03/012
911;967;CM03/015
846;847;CM08/038
3798;3899;GG02/034
506;530;CM08/029
7681;8011;TA01/012
667;714;K 01/020
0;0;K 01/021
360;375;TN07/011
548;578;TN03/009
418;436;F 04/003
48;58;WL10/071
1318;1352;H 07/099
14;14;D 03/015
269;305;I 02/006
155;158;GN /010
429;429;H 07/097
149;151;GN /015
66;73;GN /008
1333;1333;SG03/009
173;181;SG02/020
964;1049;WP21/011
1224;1262;SG03/002
46;74;SG03/003
222;244;A 04/018
10;10;ST11/005
125;127;SG02/050
101;107;RA /017
44;44;F 10/009
0;0;SG03/006
842;873;RA /021
362;395;D 02/017
99;99;A 06/017
573;623;GV06/012
1570;1651;RA /009
134;135;SG03/008
209;222;A 04/018A
508;539;SG03/010
324;325;CM09/008
329;360;CM09/020
36;36;CM05/009
2833;2894;WP05/010
584;591;S /048A
0;0;DT /002
1140;1182;TH05/011
0;0;TJ01/031
65;66;K 08/023
404;425;TE04/010
1533;1595;E 01/074
188;188;GG07/065
308;338;A 05/017A
181;188;SG02/058
773;774;SG02/052
640;641;SG03/018
464;489;A 05/012
572;602;SG02/008
188;191;RA /010
137;140;RA /020
186;195;RA /016
258;258;CM08/032
145;160;CM08/036
648;709;CM02/011
417;432;D 03/073
782;797;D 03/058
448;461;I 02/011
547;592;I 03/015
336;336;I 06/009
288;299;PH10/008
480;505;PH10/007
81;127;D 03/076
482;504;D 03/057
252;252;D 03/077
334;338;GN /009
268;270;GN /016
332;334;H 07/098
108;108;H 07/101
244;260;PH12/002
777;796;CM05/020
2682;2771;WP09/018
2780;2903;GG03/012
1700;1751;TB12/020
1332;1343;WP03/053
607;618;E 02/066
692;702;H 08/086
968;991;A 01/057B
600;629;B 02/039
324;324;E 02/055
163;172;K 07/017
1062;1101;E 02/002
470;485;TA02/022
750;761;K 05/010
1171;1204;WL16/016
315;315;F 06/053
621;721;GB03/034
2534;2587;WL07/012
1846;1925;GE06/015
2455;2521;GB03/007
0;0;E 03/023
1472;1515;TD02/020
539;574;TJ07/042
495;519;K 05/012
338;362;K 05/018
1501;1539;E 03/044
86;86;D 01/011
234;234;G /021
1270;1318;D 01/030
65;65;D 01/032A
2;2;D 03/003
472;506;D 03/055
799;815;D 03/056
2186;2244;D 03/075
497;590;I 02/005
13;18;I 02/009
169;200;CM07/022
119;119;CM03/023
597;615;CM03/016
429;459;CM06/030
208;222;B 08/018
1368;1396;TB08/024
136;145;TN01/032
769;787;D 03/072
414;414;CM08/027
23;23;CM07/030
700;716;CM05/010
115;115;CM09/027
16;16;CM05/007
530;530;CM07/020
484;491;CM03/022
309;323;CM08/021
9;9;CM09/015
1574;1607;CM05/017
295;316;GN /012
238;261;I 03/003
813;833;I 06/008
954;1013;GG07/066
391;421;EW11/002
407;439;D 01/015
86;92;EW12/007
505;515;EW01/033
10;10;RA /025
176;179;BB /006
1324;1371;WL07/036
3423;3433;A 02/011
2377;2422;TB10/018
2293;2362;TF01/010
469;469;GF06/002
0;0;D 01/005
2047;2080;H 01/003
0;0;TH02/002
6;37;B 02/020
600;600;A 02/051
247;274;D 08/029
267;267;A 06/018
39;39;A 05/019
9;9;GN /001
793;820;H 17/025
20;27;H 17/026
258;259;H 07/083
941;1006;I 06/021
11;11;I 09/001
799;799;PH10/012
93;110;CM02/017
545;546;CM09/019
92;94;CM07/033
875;906;CM15/023
11;11;CM08/025
2;2;CM15/001
350;469;GG01/024
539;539;GV01/010
1538;1576;TB03/032
362;364;GF01/065
971;1005;B 09/014
548;550;SG03/001
1624;1645;B 02/036
175;175;A 02/043
1379;1389;I 03/008
2766;2766;UC /005
156;156;GG06/059
526;528;Q 01/037
545;545;MP05/007
357;377;SG02/057
31;42;EW11/006
79;94;RA /026
976;998;D 03/059
654;667;D 03/060
345;345;GN /007
182;185;I 05/023
1111;1145;PH10/022
912;933;PH12/012
503;537;CM05/003
658;658;CM06/022
1082;1082;CM09/017
350;390;CM08/035
679;699;CM15/028
341;352;CM08/008
37;37;CM05/008
18;30;CM07/008
804;850;CM09/023
3165;3165;GA02/019
628;651;WL12/003
182;182;E 04/025
198;221;E 04/021
803;826;WP06/010
1855;1883;TB09/022
659;685;N /005
1843;1883;C 01/015
707;707;TA01/030
261;261;TN03/055
590;593;EW07/009
1953;1971;K 07/009
548;564;K 01/019
255;272;B 12/041
702;746;EW11/005
384;414;EW12/008
33;37;SG05/001
154;155;D 01/030A
830;850;ST03/016
173;173;CM15/005
43;43;CM03/020
32;44;CM09/011
1310;1351;CM08/003
440;465;CM05/011
1045;1113;CM09/028
586;606;CM08/005
49;49;CM15/017
1108;1138;CM15/035
332;374;CM08/012
305;322;CM07/027
420;469;CM07/035
128;128;D 03/029
87;93;D 03/038
220;225;D 03/039
385;398;D 03/053
252;253;D 03/008
162;167;PH12/018
863;890;PH12/023
1205;1249;PH08/023
114;126;PH16/005
798;815;PH16/008
802;814;WL07/055
1501;1522;TB09/006
965;984;GF06/003
1763;1795;TB03/017
442;465;CM07/025
141;141;CM07/023
172;172;CM08/031
189;189;CM08/023
21;21;CM17/010
7;7;CM07/007
82;85;CM07/003
7;7;CM09/018
1981;2023;ST06/021
62;62;I 01/019
1415;1464;PH10/021
1418;1454;ST06/022
77;109;CM03/029
705;749;TK08/008G
3057;3097;L 01/002
570;580;F 03/009
1232;1269;F 08/016
671;683;C 04/009
1470;1501;PS01/053A
108;131;H 08/007
1199;1228;WP21/015
357;363;RA /028
249;249;EW01/061
639;649;EW12/011
171;186;CM05/001
99;110;CM05/027
466;487;CM08/010
1509;1539;CM10/016
73;73;CM17/026
646;650;CM15/015
833;864;CM07/018
3794;3806;WP03/009
1512;1570;WP03/008
1262;1275;WP08/001
1185;1224;TB02/009
3498;3601;GA09/012
314;315;D 03/006
215;220;GN /011
54;54;GN /002
12;12;H 17/023
119;120;I 02/010
56;57;PH10/019
1304;1336;PH12/015
386;401;PH16/012
552;563;PH08/027
0;0;SS /001
575;597;WL07/007
862;862;EW05/085
1690;1752;WL16/036
961;962;EW01/070
777;777;WL01/067
1651;1672;TM01/002
845;845;TN05/021
1208;1231;TA04/007
890;908;TJ10/010
334;353;A 02/058
147;147;B 01/054
67;67;E 03/012
1082;1108;D 07/009
1045;1070;TJ05/008
623;630;PS01/050D
1656;1682;D 01/018
648;660;B 01/049B
33;33;CM06/020
192;208;CM06/008
241;263;CM09/012
625;625;CM08/002
245;277;CM03/025
46;82;CM17/025
17;17;CM08/028
2004;2058;CM09/025
306;306;CM08/009
714;729;D 03/026
205;212;D 03/027
81;81;I 06/012
384;385;PH10/009
4;4;PH12/006
686;716;PH12/022
210;247;PH12/028
23;23;SG03/012
539;591;RA /027
478;508;TE05/011
801;802;TK09/001
2517;2552;TN01/001
0;0;TN01/002
3563;3653;D 01/025
0;0;TB07/026
384;384;A 06/001
904;956;WP06/067
812;839;D 03/078
204;212;H 17/027
100;100;I 05/016
99;100;PH10/011
28;28;PH12/010
60;61;ST03/017
226;226;D 01/029A
142;144;CM15/008
67;73;CM15/009
104;105;CM08/001
137;150;CM07/032
737;737;TJ06/011A
841;844;TC04/005
1649;1649;TL01/007
0;0;TL01/008
988;1003;TH03/018
548;632;A 01/024
0;0;A 01/049
0;0;E 07/018
380;431;H 03/017
3733;3800;K 02/024
1232;1262;PS04/005
168;168;F 02/009
1144;1144;GA06/010
0;0;EW01/008
1331;1430;TB06/015
463;470;WP06/066
426;465;A 02/029
1813;1852;E 09/001
840;842;D 07/011
237;237;E 07/014
6;6;CM12/031
395;395;WL02/070
1516;1565;GA03/010
791;802;WP11/012
594;609;GG03/011
503;560;WP06/055
1433;1547;WP01/070
1494;1497;GF05/001
914;929;GV01/008
2086;2089;TA02/006
5778;6183;TX /003
1340;1396;H 08/093
752;752;SG05/010
295;324;H 15/001
593;634;PH10/023
101;101;PH10/010
122;122;PH12/021
553;572;PH16/006
194;194;CM17/038
781;808;CM15/011
110;110;CM17/036
122;126;CM07/002
524;538;CM15/036
2883;2936;K 02/001
1432;1460;TN04/005
5461;5522;J 01/028
2182;2255;TB07/005
116;117;RA /018
330;330;EW05/090C
400;407;D 01/016
778;797;BV02/017
112;116;RA /019
578;578;CM06/021
752;849;CM06/035
344;374;CM06/010
419;444;CM09/002
217;223;CM02/008
82;83;PH16/010
377;392;ST02/011
239;247;D 08/022
1212;1243;DR02/003
102;108;H 07/086
277;300;I 02/003
11;23;I 05/018
395;416;K 10/022
0;0;AT0M/001
373;373;WP01/007
1233;1257;A 07/021A
237;268;TK06/006
1528;1568;TN03/041
1104;1129;J 04/006
237;261;J 02/022
0;0;C 03/024
758;785;WL03/015
214;261;WL10/086
1665;1754;EW01/067
0;0;WL02/073
362;363;EW08/016
673;675;WL09/028
1499;1530;GC03/002
644;693;WL02/075
194;204;F 06/012
489;499;D 08/021
539;556;D 01/026
282;298;E 04/022
0;0;TB06/015A
1365;1368;GG03/005
1077;1105;GG02/012
8;8;D 03/036
153;162;H 17/016
546;558;PH10/017
677;702;PH11/032
76;76;PH12/030
223;238;PH12/005
36;36;PH16/015
602;602;TK08/009
159;169;CM09/026
16;17;CM10/011
548;549;CM15/010
14;15;CM09/016
27;27;CM15/012
154;169;CM15/016
836;865;CM15/019
47;49;CM17/022
2373;2414;E 02/027
185;185;J 01/022
354;354;CM08/020
2404;2436;BC /020
507;519;BC /021
1181;1182;BC /026
318;320;SG03/017
83;86;D 01/031A
1219;1225;BC /012
1157;1158;BC /015
208;220;H 17/001
90;92;I 06/026
253;269;J 03/005
432;467;PH10/003
224;244;PH10/025
131;163;PH10/005
870;914;PH11/033
798;846;PH12/007
886;915;CM10/012
27;27;CM17/028
341;344;TB03/023
860;883;WP10/058
1446;1488;WP15/016
1478;1508;TF03/036
527;542;H 10/018
1324;1372;TA02/001
1606;1617;TJ15/010
1433;1433;TE03/007A
0;0;TE03/007B
267;272;CM06/003
15;15;CM17/011
962;998;CM17/027
24;24;CM17/018
592;629;D 03/032
1037;1061;H 07/088
34;34;I 06/007
43;43;PH10/002
48;48;PH10/028
563;604;PH12/020
35;35;PH15/005
958;993;PH08/025
2274;2300;BC /023
306;318;BV05/018
1967;1982;BC /025
26;26;SG03/019
402;406;RA /011
511;524;J 01/037
1553;1618;TA01/019
466;476;B 09/030
1051;1051;TB03/022
95;95;A 03/001
1156;1178;WP11/005
2578;2606;WP01/010
1507;1507;C 06/001
359;382;PS05/010
503;536;A 02/030
1559;1566;B 02/059
250;250;D 01/008
72;72;D 06/048
748;752;TJ04/020
66;72;RA /006
17;17;CM10/009
478;496;CM08/018
485;509;CM15/039
1345;1345;CM07/005
164;186;CM12/026
386;399;CM16/005
186;196;D 03/035
193;208;H 07/085
34;34;J 03/007
49;49;PH10/018
282;307;PH11/035
42;43;PH15/002
12;13;PH16/009
363;363;TL04/008
0;0;LL /007
398;398;TN03/001
1399;1429;TK06/021H
0;0;LL /003
514;514;K 08/012
1308;1352;TN07/017
274;303;GF05/015
1048;1057;WP03/066
792;807;TF05/002
0;0;GG04/017
826;832;WP10/023
322;328;A 04/010
1323;1340;BC /011
339;356;D 03/030
57;57;H 07/082
626;649;J 02/027
104;125;PH12/008
275;275;PH12/029
10;10;PH12/026
538;558;PH15/003
52;56;PH16/003
44;44;RA03/003
166;166;RA03/002
204;205;TB08/001
204;206;WP07/017
595;605;WP20/012
109;131;GF05/020
1428;1464;WP17/056
569;634;K 01/022
682;695;GE03/011
4;4;NA03/032
332;367;NA01/012
23;23;ND01/027
1929;1929;NA03/032B
3715;3715;NA01/012B
614;614;ND01/027B
266;277;ND03/001
9;9;NC01/027
5;5;NB05/029
12;12;NB07/011
3;3;NB07/012
4301;4301;ND03/001B
1660;1660;NB05/029B
1754;1754;NB07/011B
316;316;NB07/012B
2442;2442;NC01/027B
3081;3081;UC /007
53456;53822;UC /006
1237;1321;UC /008
26;26;FG04/003
0;0;FG04/007
0;0;FG04/010
660;660;WL07/010
945;1004;WL02/060
510;553;WL02/061
1141;1193;WL12/021
20;20;FG04/008
52;69;A 04/001
764;777;WP08/005
1112;1158;WP08/006
1427;1481;GG03/018
1002;1051;TB09/018
1270;1313;TN03/042
0;0;TC02/017
357;413;TK07/001
0;0;D 01/026
493;493;F 01/023
85;85;C 01/022
97;97;D 01/005
1239;1278;F 03/009
101;112;B 02/019
20;20;A 01/023
638;641;E 01/008
169;169;E 04/030
47;47;CM07/009
605;645;CM06/011
76;76;CM06/019
177;178;CM15/018
161;186;CM06/012
325;330;CM15/032
389;412;CM15/030
23;25;D 03/037
14;15;H 07/087
43;89;I 05/032
352;359;J 03/006
1;1;PH11/031
533;533;PH12/027
33;33;PH12/011
1266;1332;PH16/007
55;55;PH08/022
57;57;BC /003
35;35;BC /005
60;60;BC /006
7;8;EW05/090B
51;51;BV03/017
495;503;SG02/012
358;368;BV05/019
956;983;B 12/031
1;1;NA07/030
23;23;ND08/001
3;3;ND03/028
1259;1259;NA07/030B
890;890;ND08/001B
2108;2108;ND03/028B
234;244;RA03/001
54;54;CM07/029
226;263;CM12/035
359;367;CM17/030
155;157;CM17/031
330;342;CM10/010
671;701;CM16/006
197;197;CM08/011
184;186;CM05/005
47;64;CM15/029A
30;31;CM06/006
112;113;CM16/006A
163;167;GN /003
167;168;GN /005
326;338;I 08/012
112;112;J 02/025
40;46;PH10/020
30;30;PH12/009
18;18;PH16/011
115;131;PH16/018
48;48;RA03/005
399;409;A 03/018
399;407;B 12/035
44;44;A 03/017
1830;1861;BC /027
192;199;Q 02/031
214;217;A 03/019
759;831;BV03/019
655;672;WP06/033
1169;1219;WP17/061
239;249;WP17/060
935;935;TB06/006
2715;2765;WP02/083
313;386;WP02/031
68;68;FG04/006
1017;1131;K 03/008
2758;2812;GA07/045
440;455;EW07/008
1600;1660;GE06/012
588;588;TJ08/002
436;482;J 04/007
779;781;TJ01/043
165;213;TN03/046
775;783;A 01/010
2234;2234;GC07/024
2616;2657;GC06/012
367;385;E 07/002
0;0;I 04/022
0;0;I 04/023
0;0;I 04/024
2989;3000;I 03/020
559;570;TK06/021A
1571;1593;K 08/016
1111;1152;TN01/017
323;387;TD01/001
3137;3164;TL02/008
0;0;TL02/009
233;233;J 02/036
748;751;TJ12/001
1021;1059;WP03/002
385;398;GF03/022
499;499;BV01/022
440;472;BV05/015
836;1073;CH /001
0;0;SU /002
0;0;SU /003
0;0;SU /005
553;578;CM15/025
160;200;CM10/003
235;244;CM16/017B
507;536;CM12/038
907;949;CM10/002
467;484;CM17/018C
839;861;PH08/006
331;351;H 07/089
687;687;J 02/026
640;677;BV01/016
0;0;TV /001
1372;1471;GB02/022
0;0;GB02/022A
0;0;GB02/022B
349;398;J 02/030
0;0;TJ12/005
0;0;TJ12/003
0;0;TJ12/002
0;0;H 01/016
0;0;A 02/037
200;214;WP10/020
123;123;WP10/033
451;457;GF07/011
79;79;B 07/032
289;289;CM11/021
40;40;CM11/012
1014;1015;BC /010
689;720;BV01/018
19;19;CM12/039
19;21;CM12/037
516;534;CM12/033
106;119;CM07/021
37;37;CM07/031
21;21;CM16/010
580;658;CM03/009
18;18;CM05/026
117;131;CM12/051
553;573;CM17/018A
85;85;CM10/023
68;68;CM08/006
136;136;CM08/007
657;686;J 03/001
109;121;J 02/022
59;62;RA03/007
40;50;I 08/015
81;92;I 08/016
45;45;E 06/026
189;218;PH17/002
258;268;J 02/008
934;960;WP17/018
1;1;GV02/011
1282;1349;WP10/017
168;168;TP01/025
758;758;GB02/023B
249;249;GE02/012
424;436;E 02/021
240;240;A 06/010
13;13;A 06/011
435;446;FG /009
192;192;NC03/001B
711;711;WP10/019
45;48;WP19/033
169;182;CM15/029B
450;472;CM15/026
462;478;CM12/018
292;305;CM08/022
135;135;CM12/005
537;565;CM07/017
281;281;CM12/017
64;64;CM05/030
348;379;A 03/012
1614;1656;BC /008
1490;1518;BC /017
405;416;BV02/050
174;189;WL02/052
613;638;TF06/028
0;0;TF06/029
225;278;I 02/007
550;586;I 02/002
283;292;I 05/030
71;78;PH16/019
10;10;RA03/015
159;182;WL02/005
610;638;BV02/051
268;320;WP06/057
728;742;WP17/037
56;56;CM02/010
562;582;CM10/020
170;170;CM17/032
91;91;CM07/011
364;381;CM07/036
127;158;CM10/006
109;124;CM12/030
281;307;CM10/019
540;559;CM17/037
172;186;CM17/017
93;95;A 04/009
261;275;BV01/017
99;141;PH11/030
71;71;PH15/032
53;53;PH15/033
1337;1348;BC /019
1523;1568;RA03/010
99;100;RA03/011
84;84;RA03/012
401;403;EW02/022
80;131;GE04/015
324;377;EW05/010
1429;1429;GC07/027
442;10;WL05/020
408;492;E 01/001
1000;0;M 08/002
2185;2185;C 01/001
527;547;L 01/001
0;0;L 01/002
4373;4546;D 01/022
53;53;A 05/024
787;821;D 06/006
1;1;FG04/001
1151;1154;G 01/006
308;324;B 02/059A
489;489;TD03/011
630;630;TA05/017
144;198;TK03/051
163;172;WL05/011
202;228;WL05/012
253;266;A 05/015
636;636;B 11/050C
123;123;TF06/032
89;101;WP06/019
214;214;WP06/020
549;568;WP02/069
93;93;B 10/038A
854;867;WP02/062
53;53;BV01/015
351;351;A 04/012
67;67;BV05/016
16;1;BV03/022
287;308;D 03/031
