m_mtrlalu;mtrakhir;blokno
167;191;WP15/026
250;274;BV07/002
0;0;RM /002
70;70;OW05/020
2;2;OW08/011
1;1;OW05/007
43;53;OW01/012
7;8;OW07/010
11;13;OW06/006
4;4;OW06/018
2;2;OW05/005
74;90;CG06/018
4;4;CM11/028
14;15;CM09/030
9;9;CG07/029
8;10;CG07/027
7;7;CG07/028
689;754;J 02/001
2;22;J 02/018
12;12;NA06/009
5;5;NB01/035
80;80;NC01/037
5;5;NC05/023
2;2;NC07/019
1;1;NC07/020
5;5;ND06/005
6;6;ND09/025
180;207;NB02/029
12;12;ND09/026
0;0;ND09/018
62;81;ND09/017
391;391;TN03/016
400;435;WL10/065
102;126;TK06/021E
0;0;I /001
144;174;NV02/001
72;72;NV05/001
4399;4584;NV06/001
306;308;NI15/029B
570;571;OW07/017
431;563;GE04/007
207;207;GA07/011
0;0;H 01/021
0;0;C 01/006
174;178;E 02/065
105;148;H 10/026
165;165;D 08/031
245;296;F 02/081
261;283;NS /001
242;242;CG09/062
159;173;CG09/033
0;0;NC07/029
0;0;KL /002A
8;8;ND01/053
31;32;ND03/059
0;0;NE11/026
32;45;NF03/027
3;3;NF07/006
5;5;CM05/022
148;148;CM09/033
84;113;CG06/008
6;6;CG06/020
35;44;CG09/031
4;4;CA /006
4;4;OW07/011
70;72;D 01/031
4;4;OW05/015
10;10;OW08/001
3;6;OW05/008
9;9;OW03/030
14;14;OW07/006
3;3;OW07/009
18;20;PH08/012
0;0;TN06/011
0;0;TN06/010
160;160;TN04/005A
126;148;TP01/016
85;85;TN03/035A
128;142;A 03/027
135;163;D 06/026
182;222;GF04/006
0;0;TB12/025
77;101;SG03/020
154;201;EW07/012
153;153;TB12/033
175;188;WP01/031
76;76;GA07/008
130;130;GE01/017
164;194;A 05/006
51;51;WL12/019
2;3;PH08/001
48;90;RB03/006
19;19;RB05/008
1;1;RB05/009
0;0;RB05/010
12;12;RB05/011
2;2;RB05/012
0;0;RB05/031
5;5;NA06/062
2;2;NB06/037
1;1;NC05/036
2;2;NE02/035
2;2;NE02/076
0;0;NE02/077
4;4;NE02/093
2;2;NE02/023
40;43;NE02/099
49;77;NE02/020
1;1;NE03/036
1;1;NE03/037
4;10;NE03/035
56;69;NE03/032
1;3;NE03/069
1;1;NE03/023
2;2;NE03/050
2;2;NE03/051
1;1;NE03/052
8;9;NE03/033
1;1;NE03/055
0;0;NE05/007
1;1;NE05/006
0;0;NE05/012
1;1;NE05/005
2;2;NE07/009
0;0;NE07/020
1;1;NE07/012
1;1;NE07/019
1;1;NE07/005
1;9;NE09/026
5;5;NE09/021
1;1;NE09/020
1;1;NE09/033
3;3;NE10/036
0;0;NE10/021
3;3;NE10/035
2;2;NE10/037
8;10;NE10/057
4;4;NE10/053
0;0;NE10/016
3;3;NE10/055
5;48;NE10/056
0;0;NE11/037
0;0;NE11/035
42;49;NE11/017
0;0;NE11/030
3;3;NE11/002
7;7;NE12/018
1;1;NE12/012
2;2;NE12/027
22;34;NE12/015
1;1;NE12/019
1;3;NE12/011
5;5;NE12/017
12;13;NF02/001
1;1;NF02/007
5;5;NF02/052
8;9;NF02/023
2;2;NF02/008
16;18;NF02/018
1;1;NF02/026
30;53;NF02/032
1;1;NF03/026
2;2;NF03/015
3;3;NF03/018
40;50;NF06/023
3;3;NF06/012
4;4;NF06/002
1;1;NF06/015
0;0;NF07/016
1;1;NF07/031
7;7;NF07/035
31;31;NF07/002
2;2;NF08/002
0;0;NF08/032
0;2;NF08/037
3;8;NG02/060
0;0;NG02/001
1;1;NG02/059
1;1;NG02/026
2;2;NG02/053
0;0;NG02/052
78;78;NG02/030
2;2;NG02/020
0;0;NG02/065
0;1;NG02/033
0;0;NG02/039
10;10;NG02/036
2;2;NG02/012
2;2;NG02/021
3;3;NG03/031
2;2;NG03/015
3;3;NG03/030
4;4;NG03/018
4;4;NG03/017
0;0;NG05/002
0;0;NG08/010
0;0;NG09/009
0;0;NG09/015
0;0;NG09/016
0;0;NG09/005
0;0;NG09/006
0;0;NG09/007
0;0;NG11/023
9;10;OW08/008
3;3;OW07/029
45;114;A 03/011
7;8;OW05/018
5;5;OW09/001
36;65;OW06/009
0;1;OW07/028
28;42;OW09/008
334;334;OW02/017
4;5;CM11/038
19;19;CA /007
93;102;NG05/010
24;25;NG10/039
15;25;NG03/027
2;2;NG12/007
128;128;GA09/031
64;117;WP02/072
135;183;TB09/017
65;95;E 05/030
192;202;TM02/001
4;26;KT01/001
0;0;GA05/005
55;55;GA03/002
51;63;C 04/012A
0;0;B 01/023D
210;213;OW05/002
1234;1263;CG07/032
150;261;BV02/035
25;29;PH11/006
1;1;RB05/003
1;1;RB05/006
0;0;RB05/007
1;4;RB05/019
3;3;RB05/028
1;1;NE02/019
3;3;NE02/025
0;1;NE02/036
1;1;NE03/019
33;48;NE03/021
0;0;NE03/066
0;0;NE03/067
0;0;NE03/068
5;5;NE03/071
1;1;NE03/077
8;18;NE05/011
1;1;NE05/015
2;2;NE05/019
1;1;NE05/027
1;1;NE07/002
2;2;NE09/002
4;4;NE09/006
17;17;NE09/007
3;3;NE09/018
1;1;NE09/019
10;19;NE09/023
2;2;NE09/029
2;2;NE10/001
101;101;NE10/018
3;4;NE10/023
2;2;NE11/001
41;41;NE11/003
0;0;NE11/025
0;0;NE11/029
0;0;NE11/038
0;0;NE11/050
1;1;NE12/003
11;11;NE12/016
2;2;NE12/030
1;1;NF02/010
1;1;NF02/017
1;1;NF02/020
2;2;NF02/029
1;1;NF02/035
33;52;NF02/039
1;10;NF02/050
11;14;NF02/091
8;15;NF02/092
17;21;NF03/002
1;1;NF03/008
1;2;NF03/020
2;2;NF03/023
24;24;NF03/032
7;7;NF06/001
2;2;NF06/005
4;4;NF06/007
6;6;NF06/016
3;3;NF06/020
1;1;NF06/028
1;2;NF06/029
5;5;NF07/009
0;0;NF07/011
1;1;NF07/017
1;1;NF07/020
2;2;NF07/021
2;2;NF07/026
1;1;NF07/030
1;1;NF07/033
65;91;NF08/003
2;2;NF08/005
5;5;NF08/006
1;2;NF08/007
2;2;NF08/009
9;9;NF08/010
7;7;NF08/012
0;0;NF08/027
1;3;NF08/029
0;0;NF08/035
0;2;NF10/001
0;0;NF10/008
3;4;NG02/008
1;1;NG02/017
1;1;NG02/025
6;6;NG02/029
0;0;NG02/031
1;1;NG02/038
0;0;NG02/050
1;1;NG02/051
1;1;NG02/055
1;1;NG02/056
6;8;NG02/057
3;3;NG02/063
0;0;NG02/068
1;1;NG02/069
2;2;NG02/070
12;14;NG02/077
0;0;NG03/019
2;2;NG03/025
2;2;NG03/026
5;13;NG05/001
0;0;NG05/006
0;0;NG05/007
8;20;NG05/017
0;0;NG05/028
53;68;NG05/030
3;13;NG05/031
8;9;NG05/035
2;2;NG05/036
0;5;NG07/029
0;0;NG07/031
0;0;NG07/033
1;1;NG07/035
2;3;NG07/036
1;1;NG07/037
3;6;NG07/065
1;1;NG08/007
17;29;NG08/011
1;1;NG08/012
12;24;NG08/027
1;1;NG08/037
2;2;NG08/038
2;2;NG08/050
10;10;NG09/008
9;20;NG10/005
0;0;NG10/017
0;0;NG10/027
11;11;NG10/029
1;1;NG10/032
0;0;NG10/036
1;1;NG10/037
0;0;NG10/053
18;33;NG11/002
0;0;NG11/008
50;68;NG11/009
1;1;NG11/012
1;1;NG11/015
1;1;NG11/016
0;0;NG11/026
1;1;NG11/027
4;4;NG11/030
2;12;NG11/031
3;5;NG11/032
7;9;NG12/001
21;24;NG12/002
2;2;NG12/005
3;3;NG15/001
5;5;NG15/002
9;10;NG15/003
2;2;NG15/005
7;11;NG15/006
3;3;NG15/007
2;2;NG15/020
1;1;NG15/021
4;7;NG16/003
0;0;NG16/038
36;38;NG17/010
3;3;NG17/018
26;31;NG17/052
1;1;NG18/017
3;3;NG19/061
5;5;NG20/019
2;2;NG20/055
7;7;NG20/056
1;1;NG16/021
5;5;NA05/035
0;0;WP02/011
70;98;GF07/006
98;136;EW06/003
54;73;WP15/010
3;3;CM17/008B
24;27;CG09/032
1;1;CM09/029
8;9;OW07/030
2;2;OW07/035
73;78;OW07/031
23;24;OW05/012
10;10;OW05/023
20;32;NF07/027
0;0;TJ01/050
61;61;TJ01/049
76;76;TA02/003
84;84;F 09/001
344;423;NE02/031B
8;8;NK02/015B
104;104;NE09/001B
1;1;NK02/015
0;0;C 04/001A
0;0;C 04/001B
1;1;NE02/027
27;49;NE02/032
0;0;NE02/071
0;0;NE02/072
0;0;NE02/073
1;1;NE02/098
1;1;NE03/025
4;4;NE05/003
1;1;NE05/021
1;1;NE05/026
46;105;NE07/008
2;2;NE07/016
6;7;NE07/017
32;34;NE10/002
2;2;NE10/006
1;1;NE10/015
0;0;NE11/018
0;0;NE11/039
2;2;NE12/008
0;0;NE12/020
2;2;NE12/021
1;1;NE12/025
1;1;NE12/028
1;1;NF02/002
1;1;NF02/036
1;1;NF02/037
3;3;NF02/051
0;2;NF02/053
1;1;NF02/090
4;4;NF03/029
85;147;NF06/003
1;1;NF06/009
1;1;NF06/025
1;1;NF06/026
0;0;NF06/035
2;5;NF06/036
1;1;NF07/005
0;0;NF07/019
2;2;NF07/023
1;1;NF07/032
2;2;NF08/001
6;7;NF08/028
1;1;NF08/033
2;2;NF08/036
0;0;NF10/003
5;5;NF10/007
1;1;NF10/012
1;1;NG02/002
0;1;NG02/007
1;1;NG02/009
0;0;NG02/018
2;2;NG02/032
3;3;NG02/071
15;15;NG02/075
1;1;NG02/076
1;1;NG02/079
9;14;NG03/001
4;10;NG03/002
1;1;NG03/006
0;0;NG03/010
1;1;NG05/009
1;1;NG05/019
0;0;NG05/025
0;13;NG05/027
9;9;NG05/056
1;1;NG07/027
1;1;NG07/030
0;0;NG07/039
0;0;NG07/050
1;1;NG07/051
1;1;NG07/052
5;5;NG07/058
8;8;NG07/061
1;1;NG08/039
1;1;NG09/001
0;0;NG09/010
1;1;NG09/011
6;6;NG09/012
0;0;NG09/018
0;0;NG09/019
1;1;NG10/002
7;7;NG11/010
0;0;NG11/011
0;0;NG11/028
2;2;NG12/003
33;34;NG12/010
5;5;NG12/016
4;4;NG12/017
2;2;NG15/016
2;2;NG16/001
11;12;NG17/011
2;2;NG17/053
14;14;NG17/055
32;33;NG17/060
17;17;NG18/019
168;168;NG19/002
17;32;NG19/003
37;39;NG19/005
1;1;NG03/023
0;0;NG08/006
1;1;NG10/019
11;20;NG10/020
15;15;NG10/026
5;5;NG10/028
9;10;NG10/033
5;22;NG16/010
3;3;NG18/037
19;26;NG19/007
1;1;NG19/062
1;1;NG20/018
2;2;NG20/020
1;1;NG20/062
2;2;NK06/021
15;16;NA02/001
10;14;NA05/029
39;39;NA08/039
63;63;NA08/050
16;36;NB05/062
8;15;NB07/005
5;9;NB09/023
9;18;NC05/009
3;3;NC05/029
0;0;NC07/055
25;42;ND02/016
1;1;ND09/001
49;49;NA05/036
2;4;NA06/012
33;40;NG12/019
3;3;OW03/005
39;44;PH06/026
978;978;OW03/006
16;16;PH06/027
15;26;RB05/005
4;4;RB05/017
0;0;RB05/020
13;20;RB05/021
1;1;RB05/023
3;3;RB05/025
0;0;RB05/027
0;0;RB05/030
8;8;CG08/022
3;5;CM11/036
2;3;CM10/031
0;0;GA05/021
0;0;GE07/010
0;0;CA /018
0;0;WP03/032
41;108;WP10/007
62;107;WP01/008
64;133;TB12/003
0;0;E 04/001
61;61;TA06/003
0;0;TL02/011
0;0;E 01/009
8;23;NG05/008
0;0;NG09/002
0;0;WP06/065
