m_mtrlalu;mtrakhir;blokno
8773;8793;WP02/017
102;113;B 11/060
1850;1985;C 05/011
898;905;B 06/038
1177;1237;TJ01/020
658;683;TK08/008D
3480;3500;D 01/033
207;225;TJ10/012
793;816;WL16/008
1277;1318;H 11/009
189;207;H 11/006
1890;1898;F 07/001
1374;1467;A 04/010
686;712;M /002
2430;2430;E 07/007
946;969;E 02/048
340;352;H 08/005
1549;1577;E 02/031
919;948;PS01/050O
292;329;GE08/005
335;366;EW08/005
2585;2585;TE08/009
566;620;TP02/002
1824;1864;WL02/036
938;959;EW08/007
184;248;WL11/005
107;108;TK09/008
4780;4799;FG /008
994;994;FG /010
20817;20934;A 01/001
232;239;KT02/002
332;332;TD02/022
816;903;GA06/008A
12891;12983;TB02/026
1804;1848;GC03/027
2477;2614;TK03/001
1544;1629;I 01/029
344;348;BV03/020
3126;3157;E 02/012A
2945;3120;E 07/024
2112;2164;A 06/009
1165;1189;D 02/017
773;774;TJ11/015
2702;2776;M 08/007
3597;3631;K 06/008
0;0;TE08/063
465;489;TJ15/020
695;712;B 11/031
655;686;TJ11/009
376;410;H 12/012
830;881;TB10/006
107;108;TB11/033
596;596;W 01/015B
4994;4994;C /009
2906;2909;GB02/008
1550;1579;AA04/018
1302;1323;AA01/003
459;471;AA01/005
317;342;AA01/006
680;692;AA01/011
84;85;H 11/008
1868;1899;H 11/010
1;1;A 06/017
59;59;A 03/008
777;777;A 03/009
1055;1075;A 06/024
1435;1452;B 01/008
1165;1165;B 01/009
615;653;H 09/009
2023;2052;K 02/028
83;83;WL06/007
1335;1351;WL12/005
2725;2915;WL05/027
758;779;WL05/028
1177;1177;SO /001
2235;2256;WL07/018
2002;2006;PS01/022
456;489;TK03/034
1223;1256;TK03/063
2024;2024;TN01/008
92;97;W 02/002A
1839;1839;W 02/007
811;832;EW05/003
387;388;W 02/008
1080;1080;TF06/018
2668;2683;TA01/017
243;243;TD03/010
1650;1672;KT03/002
1268;1281;KT03/003
60;81;RA /007
740;756;KT03/005
799;808;B 01/009
899;916;Q 02/026
474;514;TE08/011
1613;1668;TJ06/023A
2192;2236;TJ01/030
84;84;D 02/050
1669;1708;D 05/003
22863;23048;H 02/022
3886;4014;I 02/010
1843;1915;J 01/046
1441;1480;K 03/006
1611;1649;B 01/028
526;539;B 01/026
484;513;EW09/007
1643;1671;H 11/003
621;622;H 11/005
40;40;H 11/007
2493;2493;F 07/003
35;50;AA03/024
1957;1986;WL05/029
614;633;WL12/007
1666;1699;E 02/032
149;170;A 05/025
1612;1653;TB09/052
2551;2626;TB10/025
825;837;TB10/026
1492;1503;TB10/027
630;638;W 01/015A
1498;1535;KT05/006
1187;1205;F 05/014
1232;1254;TA01/015
1365;1378;TA05/003
2351;2417;TH03/009
868;893;TK06/010
47;47;K 03/010
418;430;C 07/003A
0;0;I 02/014A
1756;1778;TD06/011
1795;1844;LL /006
570;609;TL02/028
93;112;AA01/001A
443;456;AA01/002
938;959;AA01/012
928;941;H 11/029
715;782;E 02/010
675;700;WL12/008
3584;3635;CB /002
3155;3232;TK02/012
6007;6058;GA06/002
291;321;TE08/006
1465;1484;TB06/012
160;179;TB11/005
1153;1178;B 11/026
489;501;W 02/016
948;948;W 01/015
167;167;Q 02/025
1903;1952;TA02/024
1612;1642;F 05/011
520;536;B 03/009
784;784;B 03/009A
1674;1676;B 03/010
1179;1217;B 01/008
828;834;B 03/011
1201;1211;Q 02/010
6250;6250;I 02/021
319;334;C 05/005
382;412;B 10/039
762;777;H 06/012
1381;1383;A 06/011
1265;1267;TJ10/009
365;383;TJ10/015
1432;1474;TJ10/016
3684;3703;KT05/001
4822;4871;H 10/018
939;970;C 01/003
930;935;WL15/028
267;288;WL15/029
2247;2310;WL10/077
1379;1391;TK06/017
931;1012;TN07/028
2354;2411;TB09/016
371;406;TB11/003
261;275;TB11/024
4079;4137;GA01/012
2956;2956;C 06/016
1437;1467;D 02/005
383;407;D 03/016
2835;2897;D 01/001A
354;380;TJ06/005
917;956;WP16/009
98;98;RA /008
193;203;B 02/048
2276;2405;TA01/016
878;905;B 01/018
692;727;GV03/002
413;420;GV06/002
516;516;A 01/024
0;0;A 01/031
774;790;A 01/035
915;930;A 01/036
1196;1213;A 02/039
672;672;AA01/010
462;473;AA01/018
33;34;H 10/016
1713;1762;H 10/061
1261;1290;TB06/011
3419;3419;Q 03/008
272;292;Q 03/011
775;788;Q 03/012
451;501;TE08/018
305;322;TE08/019
666;722;TE08/022
1132;1149;KT02/006
182;189;KT03/011
1027;1027;GV07/002
1167;1178;EW09/002
369;407;TD02/025
130;131;D /025
3701;3797;D /026
1402;1488;C 07/007
22350;22461;G 01/003
2493;2513;TB07/028
1572;1591;TB07/030
1875;1882;TK03/015
780;780;TK03/036
0;0;TK03/066
0;0;TK03/065
1467;1467;TA04/012
443;443;F 02/008
55;55;FJ /0G1
1032;1032;A 02/036
855;870;AA01/056
1491;1531;B 02/008
81;110;B 02/009
23;34;H 11/030
739;739;RA02/006
194;194;RA02/008
296;304;RA02/009
356;356;TD02/019
284;289;TK09/011
1776;1808;TK07/012D
326;356;EW06/057
239;240;W 02/032
1392;1425;KT01/005
1052;1067;Q 02/023
832;870;Q 02/022
512;515;Q 02/015
410;423;B 11/028
508;516;B 11/029
661;663;B 11/038
1671;1674;DR05/005
2180;2180;DR05/006
3078;3183;DR05/007
3315;3569;E 07/003
811;823;DR05/008
378;410;DR05/009
899;3;DR06/003
1600;1628;DR06/005
1270;1296;DR06/006
1188;1212;DR06/023
1079;1095;DR06/025
474;487;DR06/026
224;224;B 04/007
14;14;E 02/045
168;198;A 02/040
982;992;TB03/041
1234;1278;PS02/039J
6447;6639;GC07/029
540;615;H 12/009
2576;2622;TK03/045
4978;5008;FJ /0A1
1307;1307;H 08/012
1837;1874;C 06/012
267;289;D 02/003
249;282;D 02/019
2100;2156;TJ02/003A
316;340;TJ06/023D
617;624;DR05/010
1282;33;DR06/001
158;158;A 02/041
56;132;AA01/009
360;385;AA01/015
1516;1550;AA01/017
222;222;AA02/030A
682;694;H 10/008
2139;2167;H 10/015
342;378;H 11/022
799;821;WP01/035
932;952;TE08/008
199;222;TE08/059
649;659;B 11/025
440;442;B 11/027
5446;5501;GV03/029
1776;1776;KT03/015
1151;1151;Q 01/009
219;219;KT01/017
1934;1934;KT01/003
927;952;WL02/058
1515;1543;EW10/016
708;730;EW10/019
1700;1716;EW10/020
379;380;W 01/003
1365;1399;W 02/012
272;274;W 02/017
749;782;K 01/026
5656;5694;E 02/021
0;0;K 02/025
714;732;C 04/003
2711;2761;TK08/001
450;450;E 04/017
751;761;E 02/012
113;117;D 08/032
1617;1650;E 02/046
1629;1661;MC /011
80;83;Q 03/009
1679;1736;A 06/018
5750;5805;F 01/008
498;508;G 01/026
724;747;G 01/015
1565;1608;TJ05/016
1246;1281;TF06/010
1859;1869;TK06/011
581;626;TN07/027
337;365;TN07/026
567;657;TF04/008
5832;5832;UC /002
763;779;TL02/063
1289;1312;GC03/003
3121;3310;GA02/022
110;111;RA02/002
447;457;RA02/001
0;0;RA02/010
262;262;RB02/012
650;686;A 01/030
332;332;A 01/032
1710;1744;AA01/056A
244;281;D 02/001
0;0;H 08/099
791;814;H 09/007
195;211;H 10/012
1500;1551;TK09/030
29;32;KT01/008
153;163;TE08/026
1068;1096;EW09/003
831;843;KT01/012
1454;1454;B 11/035
2645;2694;TB11/035
291;317;Q 02/021
1026;1054;Q 03/015
2324;2344;BC /009
1758;1788;TB11/038
3855;3948;TB11/026
453;461;WL02/037
2093;2116;DR06/029
1506;1508;DR06/030
930;935;DR02/019
572;588;EW07/016
615;615;B 02/015
215;239;E 04/018
2209;2278;EW06/055
2105;2147;C 02/012B
1539;1557;GA08/032
0;0;C /001T
1308;1326;AA01/019
4;23;C 03/001A
489;496;D 02/005
154;154;H 10/017
636;660;Q 01/012
858;872;Q 01/023
1026;1044;Q 02/009
446;446;TB11/034
1721;1763;TB11/029
748;750;KT01/007
437;438;TB05/024
1783;1806;KT03/007
531;554;B 11/036
1015;1040;B 12/026
494;500;B 11/022
834;916;MC /006
338;344;EW09/005
132;132;B /025
3030;3030;GA08/031
180;310;CO0M/001
1469;1493;WL08/020
1125;1137;WL07/008
1323;1348;A 02/022
682;692;A 05/017
1050;1066;TK06/021D
2258;2339;B 02/016
1719;1794;A 03/007
1191;1222;K 05/017A
1001;1018;B 10/008
1268;1297;D 01/028
1610;1642;D 01/027
382;406;H 11/015
1282;1311;H 11/016
780;799;D 01/016
1174;1204;A 02/048
1130;1160;A 01/027
173;182;GC06/035
317;324;KT05/003
858;5;EW09/006
796;839;TE08/056
663;679;D /007
698;719;W 02/027
43;43;B 12/022
677;679;W 02/033
2084;2100;KT01/002
568;584;WP06/069
653;671;B 12/023
677;684;WL02/082
1236;1246;Q 01/056
3919;4016;TB11/002
432;437;B /005
5;5;E 04/029
4606;4734;TB12/010
1547;1593;TB04/005
498;499;TJ01/036A
3974;4009;TE08/058
459;463;EW08/002
1190;1202;KT01/006
886;909;KT05/002
430;430;Q 01/022
919;940;Q 02/012
867;893;A 01/056
468;494;AA03/015A
1260;1273;D 02/007
1702;1738;D 06/045
1283;1333;H 11/036
9828;9889;TO02/001
1482;1507;TE03/006A
1659;1684;B 01/031
265;268;W 02/006
664;677;WL07/028
647;693;WL06/029
292;295;DR06/021A
461;471;DR06/027
4610;4698;TK07/022
408;428;K 04/023
724;741;AA05/017
1277;1291;TE08/016
100;100;TK09/007
1596;1625;KT01/016
45;45;KT03/009
801;817;MC /005
491;501;MC /010
382;394;Q 03/026
1393;1393;TJ06/025B
1547;1577;WP17/003
147;153;WL02/083
771;771;W 01/002
1169;1188;W 01/007
728;746;W 02/009
436;455;W 02/002
90;96;W 02/002B
743;749;W 01/016
1536;1589;PS03/005
407;431;C 06/020
333;363;K 04/016
778;801;K 04/017
0;0;AA02/011
728;740;AA02/014
1211;1231;B 02/012
1210;1238;A 02/081
26;27;D 02/025
1474;1489;H 10/020
1061;1076;H 11/017
1189;1209;A 02/023
38;93;A 02/050
1646;1646;D 01/017
342;342;D 06/046
3370;3430;K 04/018
592;601;B 01/052
605;635;A 06/019
256;278;EW10/018
25;28;GV02/023
780;783;KT03/008
281;305;KT05/005
2010;2043;DR06/021
1179;1179;DR06/028
1319;1351;TB10/042
625;660;TK03/008
996;1013;TJ07/009
584;617;TK04/002
566;633;J 03/001
277;302;K 04/018
261;264;SG02/022
729;785;TD06/030
761;805;J 01/015
2766;2774;K /012
427;445;TK03/042
1907;1909;K /010
820;820;GC06/029
771;806;GE06/007A
1941;1990;TF03/020A
1067;1085;E 03/009
1203;1238;TK08/003
2073;2124;TH04/006
0;0;EW09/010
593;618;EW09/011
34;35;A 01/021A
1460;1460;A 01/055A
598;602;AA02/044
1171;1171;C 06/031
794;794;C 06/035
2080;2094;GV03/007
2610;2680;TK08/008B
1600;1627;WL02/055
1658;1707;WL02/088
1160;1188;TD02/030
177;185;TD02/033
605;637;GV03/022
355;376;GV03/021
1234;1234;WL02/050
240;240;WL02/056
446;478;WL07/031
293;306;E 09/018
648;666;TE08/017
33;44;WL02/072
2497;2527;DR05/001
4282;4313;DR05/011
1469;33;DR05/012
303;329;DR05/015
403;403;DR06/010
1761;1802;DR06/011
2410;2438;DR06/012
1687;1726;DR06/007
2273;2324;DR06/008
5426;5520;G 01/019
1365;1391;A 02/059
880;915;A 02/011
2620;2620;PS02/039N
87;101;TB08/027
11;11;BV05/021
8989;9060;GA07/017
954;981;TE08/051
473;486;TP01/026
6699;6699;TX /006
261;304;TF01/006
962;978;KK /006
1229;1264;MC /035
1372;1407;GF01/080
773;788;TK06/021B
1482;1512;A 01/029
146;177;B 02/011
481;505;BV05/017
1524;1542;C 03/001
321;321;D 02/003
1479;1504;D 02/009
1462;1476;D 02/011
254;272;D 02/023
947;961;H 08/002
1527;1544;Q 01/055
2199;2202;TB11/037
586;604;WL08/018
964;988;WL12/025
1452;1471;AA02/025
1063;1113;TK04/020
1893;1893;TK01/003
1016;1016;TK09/018
557;604;EW10/017
438;452;GV03/023
66;66;GV01/002
1607;1608;W 01/019
2243;2284;MC /008
1997;1997;Q 02/011
188;189;A 01/015
642;642;A 01/012
2299;2344;Q 01/011
1015;1069;C 03/001
625;645;C 05/014
205;240;A 02/025
1375;1395;A 01/037
557;557;A 02/034
506;529;AA02/001A
1553;1582;AA02/043
320;343;AA05/008
102;102;AA05/012
778;793;B 02/010
794;836;B 02/016
1244;1306;B 02/062
470;470;C 07/028
182;192;D 01/014
1243;1284;D 07/026
166;179;H 11/019
122;128;H 11/035
576;598;A 05/026
1047;1054;HR0D/001
743;764;D 02/006
1522;1575;TE08/015
1444;1448;TK09/015
858;867;W 02/003
336;343;W 02/009A
403;438;TK08/008C
805;805;B 01/001
910;935;EW01/007
909;927;GV03/003
958;970;Q 01/057
376;414;Q 03/029
193;194;WP07/006
2180;2180;B 11/037
809;810;F 05/011
1152;1186;H 11/018
712;740;H 11/020
474;518;D 02/008
1236;1236;A 01/028
341;373;AA05/009
230;250;AA05/010
175;186;AA05/011
192;192;E 02/037
1241;1241;H 09/002
149;166;A 06/012
1318;1349;G 01/027
187;188;H 05/001
215;235;B 11/001
1022;1068;TD02/028
227;227;GV06/030
273;297;GV07/017
1226;1226;KT03/012
2001;2052;Q 01/001
632;652;TB11/039
1193;1215;WL02/089
339;366;B 11/039
971;975;WP18/005
292;292;WP17/007
2518;2520;WP18/002
1127;1159;TL02/025
3746;3833;TB02/016
1063;1130;F 01/035
7070;7145;GG03/028
1830;1889;K 02/002
5837;5942;H 01/001
561;561;DR06/009
2;2;B 12/017
2016;2114;MS /001
859;859;KO0S/001
1532;1567;GV08/009
0;0;TN05/018
2127;2178;TE05/018
378;410;B 01/049
1228;1251;WL02/085
7004;7300;E 07/011
513;544;EW08/008
547;560;GV03/018
447;480;GV07/001
172;172;GV07/011
1257;1272;KT01/011
333;335;W 01/021
1302;1313;W 01/020
0;0;W 02/020
933;933;D /009
1365;1365;GV06/008
1906;1965;MC /009
1132;1160;Q 03/027
414;417;WP17/008
670;712;PS01/050B
1319;1340;TK04/017
3571;3613;TK03/022
2200;2256;TB11/015
60;84;D 02/007
1205;1227;D 01/038
883;908;CM12/050
1198;1221;TJ11/080
855;881;B 02/063
61;61;B 02/069
1244;1258;B 02/070
103;103;H 10/020
