m_mtrlalu;mtrakhir;blokno
0;0;C 01/066
0;0;E 03/033
0;0;A 01/039
0;0;F 06/019
0;0;K 01/030
0;0;E 01/003
0;0;E 01/012
0;0;D 07/007
0;0;F 02/009
0;0;A 01/059
0;0;B 01/006
0;0;B 01/007
0;0;C 01/057
0;0;C 01/064
0;0;D 01/001C
0;0;E 01/006
0;0;K 01/028
0;0;K 01/027
0;0;F 04/016
0;0;F 01/010
0;0;K 01/026
0;0;K 01/029
0;0;K 04/019
0;0;K 05/016
0;0;K 01/036
0;0;F 02/014
0;0;D 08/027
0;0;F 06/005
0;0;F 01/016
0;0;C 02/060
0;0;AA02/009
0;0;E 02/001
0;0;A 04/009
0;0;A 04/007
0;0;A 04/002
0;0;A 04/003
0;0;K 04/021
0;0;K 01/009
0;0;K 01/021
0;0;A 02/044
0;0;K 01/033
0;0;C 01/056
0;0;F 04/008
0;0;A 04/001
0;0;K 01/031
0;0;F 05/018
0;0;F 09/008
0;0;K 01/007
0;0;F 03/001
0;0;K 01/022
0;0;K 03/025
0;0;A 02/064
0;0;K 03/001
0;0;K 02/018
0;0;E 07/018
0;0;E 07/008
0;0;E 07/016
0;0;E 07/017
0;0;E 07/006
0;0;E 04/012
0;0;E 08/008
0;0;C 07/025
0;0;K 01/056
0;0;F 09/025
0;0;F 09/023
0;0;K 02/002
0;0;C 01/070
0;0;C 01/071
0;0;D 06/024
0;0;E 08/015
0;0;E 08/016
0;0;A 05/018
0;0;B 02/017
0;0;B 01/001
0;0;E 08/006
0;0;K 02/019
0;0;A 02/046
0;0;B 02/025
0;0;B 02/058
0;0;K 02/032
0;0;F 03/007
0;0;E 03/024
0;0;K 04/033
0;0;AA04/017
0;0;B 02/055
0;0;C 01/040
0;0;K 02/038
0;0;B 01/058
0;0;C 01/045
0;0;B 01/050
0;0;F 09/019
0;0;F 09/020
0;0;C 02/045
0;0;K 03/006
0;0;AA04/009
0;0;B 02/026
0;0;K 01/032
0;0;A 01/025
0;0;E 07/005
0;0;F 06/021
0;0;E 05/038
0;0;F 09/007
0;0;D 02/016
0;0;F 06/020
0;0;E 02/015
0;0;D 06/011
0;0;D 06/012
0;0;D 06/052
0;0;F 06/008
0;0;C 02/066
0;0;E 05/027
0;0;E 05/035
0;0;E 05/036
0;0;E 02/014
0;0;F 02/001
0;0;D 01/012
0;0;AA01/057
0;0;F 01/009
0;0;A 02/024
0;0;A 01/057
0;0;A 02/055A
0;0;A 01/014
0;0;D 08/012
0;0;B 02/038
0;0;E 05/032
0;0;E 05/031
0;0;E 07/012
0;0;A 02/055
0;0;AA02/045
0;0;D 06/019
0;0;A 02/042A
0;0;E 04/014
0;0;D 06/074
0;0;F 08/011
0;0;A 01/061
0;0;AA02/030
0;0;D 07/014
0;0;D 08/001
0;0;D 07/035
0;0;F 09/009A
0;0;E 05/039
0;0;A 02/042B
0;0;A 05/014
0;0;A 03/014
0;0;D 02/017
0;0;AA01/058
0;0;D 01/011
0;0;F 05/001
0;0;B 01/005
0;0;C 02/067
0;0;E 02/050A
0;0;E 07/011
0;0;A 02/056A
0;0;E 06/014
0;0;E 06/016
0;0;E 08/018
0;0;F 08/012
0;0;F 08/006
0;0;D 07/012
0;0;E 02/023A
0;0;E 02/050
0;0;E 03/014
0;0;F 09/022
0;0;F 09/027
0;0;A 03/012
0;0;AA01/038
0;0;AA02/001
0;0;F 08/007
0;0;A 01/056A
0;0;AA01/061
0;0;E 06/001
0;0;D 08/020
0;0;F 04/007
0;0;E 08/026
0;0;E 02/023
0;0;TA01/027
0;0;TE02/008
0;0;TE02/009
0;0;TE03/002
0;0;TE04/009
0;0;TA04/026
0;0;TE07/005B
0;0;TE01/012A
0;0;TA05/012
0;0;TA05/016
0;0;TE01/012
0;0;TD02/001
0;0;TH01/006
0;0;TH01/014
0;0;TE01/009
0;0;TE02/015
0;0;TG01/032
0;0;TB01/012
0;0;TC04/011
0;0;TA04/020
0;0;TE01/019
0;0;TD06/020
0;0;TG01/018
0;0;TA04/003
0;0;TC04/018
0;0;TC04/019
0;0;TE03/047
0;0;TG01/034
0;0;TC03/022
0;0;TH04/010
0;0;TA02/014
0;0;TH04/015
0;0;TD03/015
0;0;TD02/026
0;0;TE01/010
0;0;TC04/020
0;0;TE03/042
0;0;TE07/003
0;0;TA01/032
0;0;TA04/001
0;0;TA04/008
0;0;TA06/001
0;0;TC02/006
0;0;TC03/005
0;0;TD01/008
0;0;TD01/015
0;0;TE01/016
0;0;TE03/007C
0;0;TH01/012
0;0;TH04/001
0;0;TH04/008A
0;0;TH04/012
