m_mtrlalu;mtrakhir;blokno
0;0;H 01/018
0;0;H 10/001
0;0;H 11/015
0;0;H 12/010
0;0;H 07/001
0;0;H 07/019
0;0;MP03/014
0;0;I 02/005
0;0;I 02/006
0;0;I 02/014
0;0;I 02/017
0;0;I 03/001
0;0;I 03/008
0;0;I 04/001
0;0;I 01/023
0;0;I 01/027
0;0;I 01/028
0;0;I 01/031
0;0;I 02/001
0;0;I 05/005
0;0;J 01/019
0;0;J 01/030
0;0;J 01/035
0;0;J 02/015
0;0;J 02/032
0;0;J 04/019
0;0;K 01/002
0;0;K 01/007
0;0;K 01/009
0;0;K 02/019
0;0;K 03/001
0;0;K 03/003
0;0;K 04/001
0;0;E 02/001
0;0;E 02/012
0;0;E 02/030
0;0;E 03/002
0;0;E 03/007
0;0;E 03/008
0;0;E 03/009A
0;0;E 04/015
0;0;E 05/007
0;0;E 05/023
0;0;E 06/020
0;0;E 06/032
0;0;A 02/008
0;0;A 02/009
0;0;A 02/014
0;0;A 02/015
0;0;A 02/016
0;0;A 02/018
0;0;A 02/021
0;0;A 02/024
0;0;A 02/025
0;0;A 02/031
0;0;A 02/032
0;0;A 05/001
0;0;A 07/001
0;0;A 07/034
0;0;B 12/001
0;0;B 02/014
0;0;B 02/016
0;0;B 02/018
0;0;B 02/020
0;0;B 02/021
0;0;B 02/036
0;0;B 07/012
0;0;C 05/002
0;0;C 05/003
0;0;C 06/018
0;0;C 07/001
0;0;C 07/018
0;0;C 07/019
0;0;C 07/024
0;0;C 08/001
0;0;C 08/007
0;0;E 05/017
0;0;A 01/001
0;0;A 01/003
0;0;A 01/015
0;0;A 04/016
0;0;A 04/017
0;0;D 01/046
0;0;D 01/049
0;0;D 02/020
0;0;D 02/021
0;0;D 02/045
0;0;D 02/046
0;0;D 03/010
0;0;D 05/025
0;0;F 01/001
0;0;F 02/008
0;0;G 01/002
0;0;G 01/011
0;0;G 01/012
0;0;G 01/016
0;0;G 01/017
0;0;G 01/022
0;0;G 01/024
0;0;G 01/028
0;0;G 01/029
0;0;GE08/006
0;0;AA03/008
0;0;H 10/015
0;0;GC01/014
0;0;AA03/010
0;0;E 02/064
0;0;D 08/025
0;0;H 05/003
0;0;H 07/017
0;0;E 05/015
0;0;E 03/017
0;0;E 04/077
0;0;E 04/044
0;0;F 02/022
0;0;E 02/057
0;0;F 01/018
0;0;E 02/008
0;0;F 02/017
0;0;F 06/055
0;0;E 02/001
0;0;E 02/035
0;0;E 04/059
0;0;F 02/085
0;0;F 05/009
0;0;E 02/052
0;0;F 02/052
0;0;F 06/050
0;0;F 06/051
0;0;F 06/056
0;0;F 08/008
0;0;F 09/002
0;0;F 09/005
0;0;F 09/006
0;0;F 09/003
0;0;F 08/002
0;0;E 04/058
0;0;E 02/054
0;0;E 02/055
0;0;F 01/017
0;0;F 04/011
0;0;F 04/012
0;0;F 04/015
0;0;B 02/006
0;0;B 01/001
