m_mtrlalu;mtrakhir;blokno
0;0;TB12/009
0;0;TB05/007
0;0;TB09/046
0;0;TB08/022
0;0;TB12/001
0;0;TB11/031
0;0;TB09/027
0;0;TB02/023
0;0;TB08/010
0;0;TB09/029
0;0;TB01/008
0;0;TB06/022
0;0;TB12/032
0;0;TB12/011
0;0;TB07/021
0;0;TB11/023
0;0;TB07/041
0;0;TB03/035
0;0;TB09/050
0;0;TB11/032
0;0;TB12/008
0;0;TB02/010
0;0;TB02/011
0;0;TB05/009
0;0;TB07/043
0;0;TB09/001
0;0;TB12/030
0;0;TB09/034
0;0;TB01/009
0;0;TB10/019
0;0;TB11/001
0;0;TB03/042
0;0;TB07/022
0;0;TB02/031
0;0;TB09/057
0;0;TB08/028
0;0;TB02/036
0;0;TB07/010
0;0;TB07/006
0;0;TB02/019
0;0;TB04/023
0;0;TB05/027
0;0;TB06/001
0;0;TB06/020
0;0;TB08/008
0;0;TB09/021
0;0;TB05/015
0;0;TB07/002
0;0;TB07/023
0;0;TB12/018
0;0;TB09/033
0;0;TB12/022
0;0;TB12/024
0;0;TB01/010
0;0;TB10/022
0;0;TB08/019
0;0;TB09/047
0;0;TB09/048
0;0;TB09/023
0;0;TB09/035
0;0;TB09/002
0;0;TB11/012
0;0;TB03/020
0;0;TB03/045A
0;0;TB04/001
0;0;TB04/026
0;0;TB07/007
0;0;TB12/016
0;0;TB07/033
0;0;TB08/005
0;0;TB02/020
0;0;TB03/040
0;0;TB03/030
0;0;TB08/025
0;0;TB02/018
0;0;TB01/006
0;0;TB02/035
0;0;TB04/017
0;0;TB07/029
0;0;TB07/018
0;0;TB08/006
0;0;TB08/007
0;0;TB04/022
0;0;TB02/022
0;0;TB02/012
0;0;TB10/020
0;0;TB12/006
0;0;TB02/015
0;0;TB02/037
0;0;TB12/036
0;0;TB12/019
0;0;TB12/035A
0;0;TB04/011
0;0;TB04/012
0;0;TB04/019
0;0;TB04/020
0;0;TB04/025
0;0;TB07/025
0;0;TB09/019
0;0;TB02/008
0;0;TB08/031
0;0;TB02/017
0;0;TB09/040
0;0;TB03/045
0;0;TB04/016
0;0;TB10/045
0;0;TB10/017
0;0;TB12/027
0;0;TB07/037
0;0;TB07/032
0;0;TB02/029
0;0;TB07/009
0;0;TB01/007
0;0;BB /007
0;0;I /017
0;0;I /022
0;0;I /021
0;0;TK04/029
0;0;TK04/022
0;0;TL04/019
0;0;TK03/033
0;0;TK01/007
0;0;TL02/029
0;0;TL02/059
0;0;TK01/008
0;0;TK01/008A
0;0;TK02/019
0;0;TK02/023
0;0;TK02/025
0;0;TK04/005
0;0;TK04/010
0;0;TK04/019
0;0;TK03/023
0;0;TK04/034
0;0;TK04/035
0;0;TK04/036
0;0;TL01/006
0;0;TL01/009
0;0;TK01/001
0;0;TK03/032
0;0;TK03/011
0;0;TK03/020
0;0;TK02/002
0;0;TK01/005
0;0;TK02/001
0;0;TK04/021
0;0;TL01/024
0;0;TK03/007
0;0;TL01/018
0;0;TL01/021
0;0;TL01/022
0;0;TK04/001
0;0;TL02/026
0;0;TL01/010
0;0;TK03/059
0;0;TK04/027
0;0;TL02/060
0;0;TL04/032
0;0;TL04/060
0;0;TK02/026
0;0;TK02/027
0;0;TK03/069
0;0;TK03/070
0;0;TL03/028
0;0;TL03/029
0;0;TK02/008
0;0;TK02/009
0;0;TL01/001
0;0;TL02/017
0;0;TK03/067
0;0;TK03/068
0;0;RP08/006
0;0;RP08/007
0;0;RP08/016
0;0;RP08/017
0;0;RP08/019
0;0;RP08/023
0;0;RP08/018
0;0;RP08/003
0;0;RP08/015
0;0;RP08/021
0;0;RP08/022
0;0;RP08/020
0;0;RP08/005
0;0;RP08/002
0;0;RP08/009
0;0;RP08/001
0;0;ST08/017
0;0;ST01/012
0;0;ST07/023
0;0;E 01/019
0;0;BB /001
0;0;BB /002
0;0;BB /003
0;0;E 03/001
0;0;BB /005
0;0;E 03/008A
0;0;E 04/016
0;0;CM02/001
0;0;CM06/001
0;0;CM03/001
0;0;CM16/033
0;0;CM16/019
0;0;CM16/023
0;0;CM02/006
0;0;CM16/021
0;0;CM16/022
0;0;CM16/027
0;0;CM16/028
0;0;CM16/025
0;0;CM16/031
0;0;CM17/039
0;0;B 02/041
0;0;B 02/019
0;0;C 04/021
0;0;D 03/005
0;0;B 10/036
0;0;A 07/024
0;0;C 07/007
0;0;B 03/001
0;0;C 07/009
0;0;C 06/007
0;0;D 02/039
0;0;A 06/024
0;0;B 07/018
0;0;C 05/007
0;0;A 07/015
0;0;C 08/014
0;0;A 02/019
0;0;A 07/021
0;0;B 02/049
0;0;B 05/006
0;0;C 03/027
0;0;C 05/008
0;0;B 06/018
0;0;C 08/008
0;0;B 08/017
0;0;D 01/006
0;0;B 02/038A
0;0;B 03/005
0;0;B 10/029
0;0;B 10/030
0;0;B 07/024
0;0;C 07/010
0;0;A 07/020
0;0;B 03/008
0;0;B 05/015
0;0;D 03/011
0;0;A 02/030
0;0;B 02/024A
0;0;B 12/028
0;0;B 02/015
0;0;B 02/045
0;0;C 02/008
0;0;D 01/025
0;0;D 02/027
0;0;D 03/010
0;0;C 02/007
0;0;C 02/009
0;0;D 03/001
0;0;D 02/052
0;0;D 01/002
0;0;D 01/003
0;0;B 07/019
0;0;C 02/010
0;0;C 07/011
0;0;B 02/039
0;0;C 04/012
0;0;B 12/036
0;0;A 02/012
0;0;B 09/029
0;0;D 02/037
0;0;D 02/038
0;0;B 02/044
0;0;B 02/042
0;0;B 12/043A
0;0;B 12/020
0;0;B 12/039
0;0;D 02/019
0;0;E 04/010
0;0;E 04/012
0;0;E 05/016
0;0;E 04/015
0;0;I /003
0;0;I /005
0;0;I /006
0;0;I /007
0;0;I /012
0;0;I /010
0;0;I /001
0;0;I /011
0;0;I /015
0;0;I /002
0;0;I /008
0;0;I /009
0;0;E 04/011
0;0;I /017
0;0;I /016
0;0;D 01/032
0;0;A 02/023
0;0;A 01/010
0;0;A 01/011
0;0;A 02/052
0;0;A 01/020
0;0;A 02/031
0;0;A 02/020
0;0;A 05/005
0;0;A 02/019
0;0;A 06/015
0;0;A 02/026
0;0;D 02/012
0;0;D 02/015
0;0;D 02/015A
0;0;D 03/003
0;0;D 03/005
0;0;A 02/001A
0;0;D 02/016
0;0;D 04/006
0;0;A 02/039
0;0;A 01/007
0;0;A 06/020
0;0;A 01/015A
0;0;D 03/006
0;0;D 01/022
0;0;A 02/009
0;0;A 02/009A
0;0;D 05/026
0;0;D 05/022
0;0;D 05/027
0;0;D 01/006
0;0;A 02/008
0;0;D 05/020
0;0;D 05/023
0;0;A 02/038
0;0;D 02/034
0;0;D 02/047
0;0;D 05/019
0;0;G 02/001
0;0;F 02/001
0;0;G 01/021
0;0;TJ01/003
0;0;TJ08/005
0;0;TK02/017
0;0;TK02/016
0;0;TL01/016
0;0;TL01/011
0;0;TM01/019
0;0;TK02/003
0;0;TK04/012
0;0;TL02/010
0;0;TJ01/046
0;0;TK04/011
0;0;TL01/015
0;0;TL02/012
0;0;TN01/003
0;0;TM01/017
0;0;TJ01/019
0;0;TM01/018
0;0;TJ05/025
0;0;TL01/020
0;0;TJ01/025
0;0;TJ11/016
0;0;TL01/023
0;0;TK02/024
0;0;TJ07/043
0;0;TM01/003
0;0;TM01/010
0;0;TJ01/008
0;0;TJ01/010
0;0;TJ01/014
0;0;TJ01/023
0;0;TJ08/003
0;0;TJ01/024
0;0;TJ01/011
0;0;TJ01/018
0;0;TJ01/022
0;0;TJ01/028
0;0;TJ05/010
0;0;TJ05/020
0;0;TJ08/007
0;0;TJ08/008
0;0;TJ01/027
0;0;TJ01/029
0;0;TJ02/030
0;0;TM01/012
0;0;TJ02/035
0;0;TJ08/009
0;0;TK02/011
0;0;TJ11/010
0;0;TJ11/012
0;0;TJ11/011
0;0;TJ12/006
0;0;TJ12/007
0;0;TL01/017
0;0;TL01/019
0;0;TJ05/002
0;0;TJ01/048
0;0;TJ06/026
0;0;TJ05/001
0;0;TJ09/018
0;0;TJ05/005
0;0;TJ15/005
0;0;TL01/002
0;0;TJ05/007
0;0;TJ01/021
0;0;TJ08/015
0;0;TJ04/019
0;0;TN01/007
0;0;TM01/015
0;0;TJ08/011
0;0;TJ08/012
0;0;TJ06/030
0;0;TK02/007
0;0;TJ05/012
0;0;TK02/010
0;0;TJ07/028
0;0;TL01/012
0;0;TM01/001
0;0;WP15/005
0;0;WP15/006
0;0;WP09/015
0;0;WP02/060
0;0;WP05/067
0;0;WP02/080
0;0;WP02/081
0;0;WP02/082
0;0;WP19/002
0;0;WP12/005
0;0;WP11/001
0;0;WP01/053
0;0;WP09/012
0;0;WP03/031
0;0;WP10/028
0;0;WP07/012
0;0;WP01/058
0;0;WP12/021
0;0;WP01/023
0;0;WP01/019
0;0;WP01/020
0;0;WP07/027
0;0;WP19/017
0;0;WP07/011
0;0;WP17/051
0;0;WP01/076
0;0;WP05/029
0;0;WP06/008
0;0;WP03/057
0;0;WP01/032
0;0;WP19/010
0;0;WP05/017
0;0;WP20/033
0;0;WP19/029
0;0;WP19/026
0;0;WP19/027
0;0;WP05/076
0;0;WP05/075
0;0;WP20/020
0;0;WP17/057
0;0;WP03/030
0;0;WP17/020
0;0;WP18/019
0;0;WP10/050
0;0;WP20/006
0;0;WP20/008
0;0;WP05/028
0;0;WP17/027
0;0;WP07/029
0;0;WP21/022
0;0;WP17/012
0;0;WP17/009
0;0;WP17/010
0;0;WP02/010
0;0;WP19/028
0;0;WP01/062
0;0;WP12/015
0;0;WP11/022
0;0;WP01/066
0;0;WP02/056
0;0;WP01/012
0;0;WP01/033
0;0;WP01/067
0;0;WP10/052
0;0;WP11/026
0;0;WP12/008
0;0;WP12/009
0;0;WP12/010
0;0;WP12/012
0;0;WP15/028
0;0;WP10/027
0;0;WP12/002
0;0;WP17/026
0;0;WP17/036
0;0;WP17/050
0;0;WP17/065
0;0;WP18/016
0;0;WP02/016
0;0;WP02/035
0;0;WP02/075
0;0;WP03/007
0;0;WP03/033
0;0;WP03/055
0;0;WP03/062
0;0;WP05/007
