m_mtrlalu;mtrakhir;blokno
810;825;TL03/030
939;957;C 04/008
2850;2924;TB11/009
1174;1195;WP06/026
262;280;WP06/027
247;296;K 02/039
933;952;C 07/011
140;165;C 02/081
1085;1104;C 03/010
94;98;TK03/073
74;74;B 10/015
354;374;B 10/037B
680;680;A 04/035
2368;2401;E 02/031
658;668;I /019
2510;2510;F 01/027
3078;3176;TJ02/046
614;649;TL04/006
1295;1308;TK03/019
126;138;TL03/034
169;172;TL03/035
484;523;TL03/036
428;428;TF02/012
389;419;C 02/070
879;902;TJ10/006
421;445;C 03/033
630;683;A 06/016
1489;1525;A 06/016A
1148;1180;PS02/043B
3728;3740;PS01/028
554;561;C 06/034
734;754;F 05/007
259;284;D 02/006
2075;2130;H 07/020
412;426;B 11/011
327;328;TK03/056
151;151;TF03/010
255;258;D /006
106;107;I /003
2328;2382;I /005
457;505;F 02/007
1627;1656;AA03/002
2762;2792;A 01/058
2130;2167;TB06/008
1297;1349;TF02/017
1387;1393;K 05/023
38;39;A 02/018A
1126;1169;B 08/026
307;323;H 01/003
1044;1063;K 04/009
90;100;C 05/037
2752;2924;K 07/019
436;468;TJ08/006
15288;15681;I 03/012
508;519;K 05/007
841;841;TK03/050
380;410;K 07/022
289;319;TK03/052
746;760;TK03/028
151;151;TH03/016
126;128;K 02/024
384;446;TB12/005
531;544;TF03/002
1221;1260;WL07/020
1199;1223;AA02/023
604;619;TF02/015
979;1018;K 05/024
761;770;AA02/020
964;982;AA01/021
289;315;C 04/023
503;503;D 02/035
174;192;E 01/021
2384;2384;TJ01/001
981;1004;B 01/035
536;537;TJ15/003
50;50;M /008
1046;1082;TB11/008
390;404;M /010
389;389;TK07/007
86;86;TK07/006
598;639;TF05/003
0;0;C 02/049
1459;1467;AA01/046
378;402;TK07/017
198;214;K 02/003
7206;7318;F 01/003
1042;1058;D 06/009
1191;1233;B 02/003
3289;3328;CC /005
197;205;F 02/084
176;189;F 02/083
522;557;F 06/001A
1235;1271;B 06/019
153;173;F 03/002
679;679;E 02/033
1476;1503;GA08/028
1163;1163;A 02/017
1200;1200;B 01/024
1815;1817;PS01/050G
259;286;TB08/030
2030;2045;E 02/019
0;0;E 02/020
1412;1435;TJ15/011
274;274;TK07/012N
116;126;M /006
639;652;TJ15/006
2370;2429;GA08/021
732;737;H /010
3370;3415;TK07/011
649;702;TK03/038
439;439;K 02/005
934;946;F 01/012
565;603;B 06/001
1016;1071;C 06/019
195;265;TJ06/023
1877;1917;TH03/012
819;895;TC04/008
0;0;B 12/042
532;564;F 01/006
486;492;TB11/021
14388;14388;FG /001
7083;7083;FG /004
815;815;C 02/075
391;401;B 10/037
2271;2271;C 02/001
1736;1779;K 01/010
496;496;B 01/002
3;3;GA08/029
6239;6439;G 01/005
249;255;TK04/023
1878;1918;GB01/009
1874;1921;TB11/010
103;108;B 10/009
1437;1447;TJ15/008
921;922;F 02/030
447;469;WL07/026
680;708;PS01/050N
1523;1542;K 01/056A
84;90;WL16/012
773;797;TB12/035
670;680;D 02/001
243;263;WL09/003
662;670;WL09/005
508;538;WL09/002
1122;1144;TF03/009
184;184;TB11/011
6;6;WP01/036
459;483;GA08/023
1745;1765;E 02/043
12549;12933;E 02/008
565;586;TJ15/007
4507;4781;B 01/009
1916;1946;TJ06/028
695;716;WL08/010
333;348;WL08/009
125;125;AA02/019
908;927;AA02/021
1245;1272;D 06/016
2478;2539;TH04/009
390;415;TK03/039
293;311;TK03/043
439;468;K 05/005
320;333;F 06/017A
112;122;A 05/022
330;341;WP08/011
2113;2163;D 05/011
1057;1057;PS01/023
3625;3700;TN04/003
3263;3353;TN07/005
1715;1810;B 02/005
2992;3162;A 05/012A
136;136;TF03/011
88;88;B 11/012
2189;2189;WP01/039
3081;3140;B 01/008
3031;3031;H 09/010
634;634;TB11/006
1022;1055;TK04/024
2557;2615;TA06/012
682;709;K 01/007
1743;1861;I 02/006
603;609;TB06/009
1061;1070;TF03/008
1117;1117;B 10/037A
724;752;TL03/040
404;436;B 10/038B
371;379;TK08/008E
179;193;TK08/009D
0;0;I /015
1904;1947;TN07/006
282;296;TP01/018
2611;2620;TB09/005
1428;1471;A 02/074
565;595;TK03/024
318;338;TJ15/016
103;117;F 02/067
2247;2274;FG /005
1298;1355;D 01/018
0;0;D 01/019
63;74;D 01/020
490;490;D 01/020A
120;120;D 01/021
0;0;D 01/021A
278;300;A 01/016
1471;1519;TF02/009
2536;2624;GA08/021A
944;958;TB05/019
811;833;TJ15/009
2421;2471;WP06/071
66001;66202;B 03/002
2497;2537;GA08/025
1516;1543;TF02/002
0;0;D 01/017
1611;1643;TK03/057
215;215;WL08/007
492;493;D 06/033
39;39;D 06/034
852;852;A 05/019
6374;6426;F 01/011
351;366;A 01/054
0;0;A 04/018
0;0;C 02/065
0;0;E 03/002
122;134;AA02/034
288;316;WL08/005
1497;1526;K 02/030
7108;7180;RP08/008
667;725;TH04/008
2566;2711;A 05/019
1500;1539;A 03/005
509;541;C 01/019
28523;28900;I 03/018
785;798;D 06/002
1225;1246;K 02/033
292;292;GB03/033
2281;15;TB05/008
5;5;F 02/027
441;441;TB06/002
620;630;AA01/016
432;458;H 10/032
1732;1784;I /002
5181;5225;K 07/016
756;770;TJ15/017
1402;1431;TJ15/018
269;307;TJ15/019
3116;3116;DR02/008
1070;1084;DR02/009
1257;1263;DR02/010
1147;1160;DR02/011
4187;4266;DR02/012
806;823;DR02/016
3692;3753;DR02/017
1267;1403;DR03/008
1831;1831;DR03/010
2840;2900;DR03/017
1941;1977;DR03/019
1924;1937;DR03/020
4829;4959;DR02/026
1109;1129;DR02/032
950;968;AA01/022
1625;1652;D 06/005
237;295;TK03/053
0;0;WP01/037
1104;1106;TK03/077
1588;1627;WL09/007
336;336;WL09/006
1942;1957;TF02/019
432;462;TD06/032
52578;53007;AS /001
2463;2507;I 02/008
519;521;AA02/022
1803;1843;K 05/003
613;641;F 01/002
324;324;E 02/034
1080;1098;A 04/010
865;895;C 06/001
281;281;K 05/020
523;551;K 05/021
1521;1525;K 02/007
0;0;C 02/014
1322;1386;H 01/022
5411;5723;G 02/009
809;1403;G 02/010
876;903;DR02/023
2160;2187;DR03/021
5889;5934;GA06/009C
2152;2204;PS01/050E
5011;5329;TB02/028
975;998;WL12/010
1013;1040;WL12/012
113;134;WL07/009
249;261;D 02/002
106;129;TK03/062
1441;1513;PS02/039I
2030;2107;TF03/018
1240;1240;K 02/020
1874;1912;H 08/006
2545;2615;WP01/055
2043;2043;CB /001
933;933;D /019
685;711;D 02/003
2323;2368;H 10/003
961;982;AA01/023D
219;236;K 04/011
926;946;GA08/036
221;237;TK03/078
2638;2708;TK03/075
465;480;AA01/023B
2233;2233;TN04/009
330;349;TN04/010
293;299;TN04/011
1878;1903;TN04/012
469;472;TN04/015
701;721;TK07/012F
575;578;WP07/007
1148;1187;PS04/011
402;430;E 05/016
964;982;H 10/010
1997;2036;K 04/022
760;780;B 10/025
594;614;B 08/027
3279;3498;M 03/003
1249;1295;C 01/010
233;251;B 10/023
38;41;B 10/026
237;257;TJ06/023B
411;424;RA02/016
934;946;RB02/015
1144;1164;WL08/006
567;587;AA01/023F
2757;2806;TB10/039
818;820;WL08/003
650;738;TM02/016
2385;2423;A 05/028
116;134;D 05/009
192;212;A 05/029
1024;1087;PS01/049
1922;2038;WP02/022
1390;1413;A 06/022
1007;1023;D 06/015
335;335;C 06/028
1269;1290;F 04/002
5353;5450;RB02/002
784;785;AA01/023C
1091;1110;C 02/022
479;488;C 04/012
1139;1143;H 10/027
251;269;H 10/038
1765;1797;K 02/058
1299;1318;K 05/026
224;239;H 10/011
925;940;K 03/020
210;225;D 01/054
899;930;TK09/012
708;715;B 03/002
739;746;TK07/012K
245;254;TK07/012E
689;703;TJ15/012
115;118;B 03/003
113;150;B 01/034
194;202;B 10/038
4960;5198;G 01/008
1528;1548;TH01/007
14;28;TJ11/001
323;349;F 03/016
1080;1080;TL02/021
240;297;GA01/018
720;720;B 04/003
174;195;I 02/002
822;862;TL04/009
5684;5914;I 02/016
2514;2516;B 10/053
446;469;PS01/050
